"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox","saldomes","fornecedor","ativo","espec","saldo1","pvista","pprazo","blmargem","encomenda","local","perecivel","venclote"
4809,"4809","Suporte 35 mm 980 PT Corrimão ",7.76,4.85,44,"FABIO",0,7.76,60,60,0,0,"*",6.79,40,0.00,"*","*","*","*",1.72,0,"OK 2021","060",255.00,"*",1,"GUARU               ",3632,1,"76101000","0000","UND","0000",0.000,"*",487.00,438.00,232.00,"1007100",0,60,5405,5,3,"*",89.00,2897,0,1,385.00,0.00,0.00,0,0,"*","N","0000-00-00"
4811,"1034811","SUP 626 BC Suporte de Fixação p/Sacada",2.88,1.80,41,"FABIO",0,2.88,60,60,0,0,"*",2.52,40,0.00,"*","*","*","*",1.45,0,"OK 2022","000",1024.00,"*",1,"BERGEN              ",3633,0,"76101000","1800","UND","0000",0.000,"*",1817.00,2078.00,-548.00,"1007100",0,60,5405,5,3,"*",-124.00,78210,0,1,379.00,0.00,0.00,0,0,"*","N","0000-00-00"
4812,"4812","SUP 626 NF Suporte de Fixação p/Sacada",2.66,1.74,41,"SISTEMA",0,2.66,0,0,0,0,"*",2.00,0,0.00,"*","*","*","*",1.05,0,"OK 2022","000",1064.00,"*",1,"BERGEN              ",3634,0,"76101000","1800","UND","0000",0.000,"*",1960.00,553.00,-220.00,"1007100",0,60,5405,5,3,"*",830.00,0,0,1,1229.00,0.00,0.00,0,0,"*","N","0000-00-00"
4813,"4813","SUP 626 PT Suporte de Fixação p/Sacada",2.88,1.80,41,"FABIO",0,2.88,60,60,0,0,"*",2.52,40,0.00,"*","*","*","*",1.25,0,"OK 2022","000",1068.00,"*",1,"BERGEN              ",3635,0,"76101000","1800","UND","0000",0.000,"*",1154.00,1341.00,-6.00,"1007100",0,60,5405,5,3,"*",-47.00,78210,0,1,420.00,0.00,0.00,0,0,"*","N","0000-00-00"
4814,"4814","Suporte Fenda 10mm Cromado - G Vetro/GDS",1.43,0.95,78,"GERENCIA",0,1.43,50,50,0,0,"*",1.24,30,0.00,"*","*","*","*",1.08,0,"OK 2021","040",1854.00,"*",1,"GDS/V MARQUES/WR    ",3636,0,"79070090","0000","UND","0000",0.000,"*",3904.00,5511.00,724.00,"0",0,0,5102,0,1,"*",503.00,141602,0,1,2025.00,0.00,0.00,0,0,"*","N","0000-00-00"
4815,"4815","Gancho 2.10 Bege (Sanfonada) - BCF",8.17,5.40,12,"SISTEMA",0,8.17,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-1.00,"*",1,"BCF PLÁSTICOS       ",3637,1,"39252000","1800","UND","0000",0.000,"*",5.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4819,"4819","Suporte Fenda 10mm Fosco - G Vetro",0.99,0.58,115,"SISTEMA",0,0.99,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","040",125.00,"*",1,"GLASS VETRO         ",3640,0,"79070090","0000","UND","0000",0.000,"*",134.00,185.00,0.00,"0",0,0,5102,0,0,"*",30.00,0,0,1,125.00,0.00,0.00,0,0,"*","N","0000-00-00"
4821,"01.22.291","Suporte Fenda 12mm Cromado - G Vetro",1.40,0.58,115,"SISTEMA",0,1.40,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.11,0,"OK 2021","040",2139.00,"*",1,"GLASS VETRO         ",3641,0,"79070090","0000","UND","0000",0.000,"*",2490.00,1784.00,-34.00,"0",0,0,5401,0,1,"*",952.00,0,0,1,2139.00,0.00,0.00,0,0,"*","N","0000-00-00"
4824,"4824","Lâmina Principal 2.10 Branca (Sanfonada) - BCF",20.37,13.57,12,"SISTEMA",0,20.37,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-12.00,"*",1,"BCF PLÁSTICOS       ",3642,1,"39252000","1800","UND","0000",0.000,"*",400.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4825,"4825","Lâmina Principal 2.10 Cinza (Sanfonada) - BCF",20.37,13.57,12,"SISTEMA",0,20.37,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-18.00,"*",1,"BCF PLÁSTICOS       ",3643,1,"39252000","1800","UND","0000",0.000,"*",200.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4826,"4826","Lâmina Principal 2.10 Bege (Sanfonada) - BCF",20.37,13.57,12,"SISTEMA",0,20.37,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-14.00,"*",1,"BCF PLÁSTICOS       ",3644,1,"39252000","1800","UND","0000",0.000,"*",55.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4828,"4828","Lâmina Principal 2.10 Mogno (Sanfonada) - BCF",23.08,15.35,12,"SISTEMA",0,23.08,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-10.00,"*",1,"BCF PLÁSTICOS       ",3646,1,"39252000","1800","UND","0000",0.000,"*",152.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4830,"4830","Suporte Fenda 12mm Fosco - G Vetro",0.99,0.58,115,"SISTEMA",0,0.99,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.11,0,"OK 2021","040",79.00,"*",1,"GLASS VETRO         ",3648,0,"79070090","0000","UND","0000",0.000,"*",78.00,106.00,0.00,"0",0,0,5102,0,0,"*",20.00,0,0,1,79.00,0.00,0.00,0,0,"*","N","0000-00-00"
4831,"4831","Lâmina Principal 2.10 Imbuia (Sanfonada) - BCF",23.08,15.35,12,"SISTEMA",0,23.08,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-26.00,"*",1,"BCF PLÁSTICOS       ",3649,1,"39252000","1800","UND","0000",0.000,"*",52.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4832,"4832","Suporte Fenda 16mm Cromado - WR",6.60,4.40,78,"GERENCIA",0,6.60,50,50,0,0,"*",5.72,30,0.00,"*","*","*","*",2.52,0,"OK 2021","000",208.00,"*",1,"GDS/V MARQUES/WR    ",3650,0,"79070090","0284","UND","0000",0.000,"*",1.00,35.00,0.00,"0",0,0,5102,0,0,"*",-6.00,142224,0,1,200.00,0.00,0.00,0,0,"*","N","0000-00-00"
4833,"4833","Lâmina Principal 2.10 Marfim (Sanfonada) - BCF",23.08,15.35,12,"SISTEMA",0,23.08,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.32,0,"OK 2021","060",-9.00,"*",1,"BCF PLÁSTICOS       ",3651,1,"39252000","1800","UND","0000",0.000,"*",-7.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4836,"4836","Puxador (Par) 2.10 (Sanfonada) Branco - BCF",2.87,2.00,12,"SISTEMA",0,2.87,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.44,0,"OK 2021","060",-4.00,"*",1,"BCF PLÁSTICOS       ",3654,1,"39252000","1800","UND","0000",0.000,"*",5.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4839,"4839","Suporte Fenda 20mm Cromado - Mercadofer",5.25,3.48,109,"SISTEMA",0,5.25,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",3.24,0,"OK 2021","000",0.00,"*",1,"MERCADOFER          ",3656,0,"79070090","0284","UND","0000",0.000,"*",65.00,117.00,-8.00,"0",0,0,5102,0,0,"*",8.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4840,"4840","Puxador (Par) 2.10 (Sanfonada) Cinza - BCF",2.87,2.00,12,"SISTEMA",0,2.87,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.44,0,"OK 2021","060",-3.00,"*",1,"BCF PLÁSTICOS       ",3657,1,"39252000","1800","UND","0000",0.000,"*",41.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4842,"4842","Puxador (Par) 2.10 (Sanfonada) Cerejeira - BCF",3.15,2.13,12,"SISTEMA",0,3.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.44,0,"OK 2021","060",0.00,"*",1,"BCF PLÁSTICOS       ",3659,1,"39252000","1800","UND","0000",0.000,"*",19.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4844,"4844","Puxador (Par) 2.10 (Sanfonada) Imbuia - BCF",3.15,2.13,12,"SISTEMA",0,3.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.44,0,"OK 2021","060",0.00,"*",1,"BCF PLÁSTICOS       ",3661,1,"39252000","1800","UND","0000",0.000,"*",9.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4846,"01.22.267","Suporte Fenda 4mm Cromado - G Vetro/GDS",1.45,0.83,78,"SISTEMA",0,1.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","000",3436.00,"*",1,"GDS/V MARQUES/WR    ",3663,0,"79070090","1800","UND","0000",0.000,"*",-396.00,2061.00,-100.00,"0",0,0,5102,0,0,"*",3749.00,0,0,1,3440.00,0.00,0.00,0,0,"*","N","0000-00-00"
4847,"4847","Puxador (Par) 2.10 (Sanfonada) Marfim - BCF",3.15,2.13,12,"SISTEMA",0,3.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.44,0,"OK 2021","060",0.00,"*",1,"BCF PLÁSTICOS       ",3664,1,"39252000","1800","UND","0000",0.000,"*",-1.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4848,"4848","Tranqueta 2.10 Branca (Sanfonada) - BCF",3.33,2.23,12,"SISTEMA",0,3.33,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",-14.00,"*",1,"BCF PLÁSTICOS       ",3665,1,"39252000","1800","UND","0000",0.000,"*",245.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4850,"4850","Tranqueta 2.10 Bege (Sanfonada) - BCF",3.33,2.23,12,"SISTEMA",0,3.33,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",-1.00,"*",1,"BCF PLÁSTICOS       ",3667,1,"39252000","1800","UND","0000",0.000,"*",97.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4852,"4852","Tranqueta 2.10 Cinza (Sanfonada) - BCF",3.33,2.23,12,"SISTEMA",0,3.33,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",-35.00,"*",1,"BCF PLÁSTICOS       ",3669,1,"39252000","1800","UND","0000",0.000,"*",250.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4853,"4853","Suporte Fenda 4mm Fosco - G Vetro",0.99,0.58,115,"SISTEMA",0,0.99,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","000",137.00,"*",1,"GLASS VETRO         ",3670,0,"79070090","1800","UND","0000",0.000,"*",137.00,66.00,0.00,"0",0,0,5102,0,0,"*",30.00,0,0,1,137.00,0.00,0.00,0,0,"*","N","0000-00-00"
10650,"10650","Vaselina em Sache - BCF",1.53,1.03,12,"SISTEMA",0,1.53,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"ok 2021","060",-3.00,"*",1,"BCF PLÁSTICOS       ",9184,1,"39252000","1800","UND","0000",0.000,"*",100.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4855,"4855","Tranqueta 2.10 Imbuia (Sanfonada) -  BCF",3.86,2.60,12,"SISTEMA",0,3.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",-11.00,"*",1,"BCF PLÁSTICOS       ",3672,1,"39252000","1800","UND","0000",0.000,"*",64.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4856,"4856","Tranqueta 2.10 Marfim (Sanfonada) - BCF",3.86,2.60,12,"FINANCEIRO",0,3.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",80.00,"*",1,"BCF PLÁSTICOS       ",3673,1,"39252000","1800","UND","0000",0.000,"*",-5.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,999999,0,1,80.00,0.00,0.00,0,0,"*","N","0000-00-00"
4857,"4857","Trilho Superior Bege mt (Sanfonada) - BCF",11.23,6.82,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.80,0,"OK 2021","060",-4.84,"*",1,"BCF PLÁSTICOS       ",3674,1,"39252000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4858,"4858","Trilho Superior Branco Mt (Sanfonada) - BCF",11.23,6.82,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.80,0,"OK 2021","060",-17.40,"*",1,"BCF PLÁSTICOS       ",3675,1,"39252000","1800","UND","0000",0.000,"*",-9.00,0.00,0.00,"1001800",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4859,"4859","Trilho Superior Cinza mt (Sanfonada) - BCF",11.23,6.82,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.08,0,"OK 2021","060",-12.00,"*",1,"BCF PLÁSTICOS       ",3676,1,"39252000","1800","UND","0000",0.000,"*",-9.20,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4860,"4860","Trilho Superior Mogno mt (Sanfonada) - BCF",11.23,7.63,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.80,0,"OK 2021","060",0.00,"*",1,"BCF PLÁSTICOS       ",3677,1,"39252000","1800","UND","0000",0.000,"*",-2.00,1.00,-1.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4861,"4861","Trilho Superior Imbuia mt (Sanfonada) - BCF",11.23,7.63,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.80,0,"OK 2021","060",-1.00,"*",1,"BCF PLÁSTICOS       ",3678,1,"39252000","1800","UND","0000",0.000,"*",-9.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4862,"4862","Trilho Superior Marfim mt (Sanfonada) - BCF",11.23,7.63,12,"SISTEMA",0,11.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.80,0,"OK 2021","060",-4.00,"*",1,"BCF PLÁSTICOS       ",3679,1,"39252000","1800","UND","0000",0.000,"*",-1.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4863,"4863","União 2.10 Branca (Sanfonada) - BCF",7.73,5.14,12,"SISTEMA",0,7.73,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-57.00,"*",1,"BCF PLÁSTICOS       ",3680,1,"39252000","1800","UND","0000",0.000,"*",307.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4864,"4864","União 2.10 Bege (Sanfonada) - BCF",7.73,5.14,12,"SISTEMA",0,7.73,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-22.00,"*",1,"BCF PLÁSTICOS       ",3681,1,"39252000","1800","UND","0000",0.000,"*",107.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4865,"4865","União 2.10 Cinza (Sanfonada) - BCF",7.73,5.14,12,"SISTEMA",0,7.73,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-41.00,"*",1,"BCF PLÁSTICOS       ",3682,1,"39252000","1800","UND","0000",0.000,"*",294.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4866,"4866","União 2.10 Mogno (Sanfonada) - BCF",8.71,5.78,12,"SISTEMA",0,8.71,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-65.00,"*",1,"BCF PLÁSTICOS       ",3683,1,"39252000","1800","UND","0000",0.000,"*",157.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4867,"4867","União 2.10 Imbuia (Sanfonada) - BCF",8.71,5.78,12,"SISTEMA",0,8.71,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-55.00,"*",1,"BCF PLÁSTICOS       ",3684,1,"39252000","1800","UND","0000",0.000,"*",79.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4868,"4868","União 2.10 Marfim (Sanfonada) - BCF",8.71,5.78,12,"SISTEMA",0,8.71,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.16,0,"OK 2021","060",-39.00,"*",1,"BCF PLÁSTICOS       ",3685,1,"39252000","1800","UND","0000",0.000,"*",-1.00,0.00,0.00,"1001800",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4874,"4874","Prendedor de Porta CR - Mundial",29.75,19.83,50,"COMPRAS",0,29.75,50,50,0,0,"*",25.78,30,0.00,"*","*","*","*",4.68,0,"OK 2023","060",-140.00,"*",1,"ISERO/UNIÃO MUNDIAL ",3690,1,"83024100","1200","UND","0000",0.000,"*",115.00,219.00,0.00,"1007400",0,60,5405,0,0,"*",83.00,141902,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10381,"10381","Chumbador Redondo 2 c/200mm c/Base (Cod.12)",14.00,9.36,57,"SISTEMA",0,14.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2022","060",24.00,"*",1,"CAMARGO/SERR MIRANDA",8909,1,"73083000","1800","UND","0000",0.000,"*",-171.00,0.00,0.00,"0",0,60,5405,5,3,"*",17.00,0,0,1,18.00,0.00,0.00,0,0,"*","N","0000-00-00"
4876,"4876","Pré 951 Presilha p/Coluna",4.24,2.65,41,"FABIO",0,4.24,60,60,0,0,"*",3.71,40,0.00,"*","*","*","*",0.83,0,"OK 2022","000",1026.00,"*",1,"BERGEN              ",3692,0,"76101000","1800","UND","0000",0.000,"*",1042.00,75.00,-670.00,"1007100",0,60,5405,5,3,"*",-525.00,78210,0,1,732.00,0.00,0.00,0,0,"*","N","0000-00-00"
4878,"4878","Suporte Fenda 6mm Fosco - G Vetro",0.99,0.58,115,"SISTEMA",0,0.99,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.11,0,"OK 2021","040",49.00,"*",1,"GLASS VETRO         ",3694,0,"79070090","1800","UND","0000",0.000,"*",69.00,101.00,-3.00,"0",0,0,5102,0,0,"*",1.00,0,0,1,49.00,0.00,0.00,0,0,"*","N","0000-00-00"
4879,"14879","Pré 950 Presilha p/Folha Fixa",3.57,2.23,41,"FABIO",0,3.57,60,60,0,0,"*",3.12,40,0.00,"*","*","*","*",0.47,0,"OK 2022","000",1643.00,"*",1,"BERGEN              ",3695,0,"76101000","1800","UND","0000",0.000,"*",-602.00,102.00,-500.00,"1007100",0,60,5405,5,3,"*",-629.00,78210,0,1,3907.00,0.00,0.00,0,0,"*","N","0000-00-00"
4889,"4889","Prolongador Alum 1 1/2 x 15cm (38x150) Bri",18.30,11.80,48,"SISTEMA",0,18.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",10.00,0,"OK 2021","060",24.00,"*",1,"PANDA/PROLONG       ",3704,1,"83024200","0284","UND","0000",0.000,"*",28.00,33.00,0.00,"2803700",0,60,5405,5,3,"*",5.00,0,0,1,24.00,0.00,0.00,0,0,"*","N","0000-00-00"
9442,"9442","SM 1201S CR Bucha P/ Dobradiça - Glasspeças",4.14,1.23,47,"COMPRAS",0,4.14,50,50,0,0,"*",3.64,30,0.00,"*","*","*","*",1.81,0,"OK 2021","060",216.00,"*",1,"GLASSPEÇAS          ",7963,1,"83021000","1800","UND","0000",0.000,"*",-16.00,77.00,0.00,"0102600",0,60,5405,5,3,"*",118.00,138135,0,1,254.00,0.00,0.00,0,0,"*","N","0000-00-00"
4892,"4892","Prolongador Alum 1 x 5cm (25x50) Bri - v mar",11.78,7.85,78,"GERENCIA",0,11.78,50,50,0,0,"*",10.21,30,0.00,"*","*","*","*",4.03,0,"OK 2021","060",-75.00,"*",1,"V MARQUES           ",3707,1,"83024200","0284","UND","0000",0.000,"*",92.00,206.00,-7.00,"2803700",0,60,5405,5,3,"*",-2.00,999999,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4893,"4893","Prolongador Alum 1 x 10cm (25x100) Bri - v mar",14.85,9.90,78,"GERENCIA",0,14.85,50,50,0,0,"*",12.87,30,0.00,"*","*","*","*",5.69,0,"OK 2021","060",-12.00,"*",1,"V MARQUES           ",3708,1,"83024200","0284","UND","0000",0.000,"*",58.00,53.00,100.00,"2803700",0,60,5405,0,0,"*",0.00,999999,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4894,"4894","Prolongador Alum 1 x 15cm (25x150) Bri - PD",12.10,7.80,48,"SISTEMA",0,12.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",9.00,0,"OK 2021","060",-11.00,"*",1,"PANDA/PROLONG       ",3709,1,"83024200","0284","UND","0000",0.000,"*",-13.00,82.00,0.00,"2803700",0,0,5102,0,0,"*",20.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
4901,"4901","Prolongador Alum 1 1/2 x 10cm (38x100) Bri ",16.60,10.70,48,"SISTEMA",0,16.60,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",9.00,0,"OK 2021","060",1.00,"*",1,"PANDA/PROLONG       ",3716,1,"83024200","0284","UND","0000",0.000,"*",49.00,81.00,0.00,"2803700",0,60,5405,5,3,"*",-9.00,0,0,1,7.00,0.00,0.00,0,0,"*","N","0000-00-00"
4902,"4902","Nyl 249 PT Suporte Toalha",0.51,0.30,40,"FINANCEIRO",0,0.51,0,0,0,0,"*",0.33,0,0.00,"*","*","*","*",0.13,0,"OK 2022","060",441.00,"*",1,"PICHU               ",3717,1,"39269090","1800","UND","0000",0.000,"*",716.00,660.00,-44.00,"1002000",0,0,5102,0,0,"*",0.00,892,0,1,481.00,0.00,0.00,0,0,"*","N","0000-00-00"
4905,"34905","Suporte Tucano Grande BC - QC",27.94,17.46,78,"FABIO",0,27.94,60,60,0,0,"*",24.44,40,0.00,"*","*","*","*",8.85,0,"OK 2021","060",29.00,"*",1,"V MARQUES           ",3720,0,"79070090","0000","UND","0000",0.000,"*",124.00,31.00,45.00,"2803700",0,0,5102,5,3,"*",239.00,142224,0,1,29.00,0.00,0.00,0,0,"*","N","0000-00-00"
4906,"4906","Prolongador Alum 1 1/2 x 5cm (38x50) Polido - PD/VOX",17.25,11.50,48,"GERENCIA",0,17.25,50,50,0,0,"*",14.95,30,0.00,"*","*","*","*",6.40,0,"OK 2021","060",117.00,"*",1,"PANDA/PROLONG       ",3721,1,"83024200","0284","UND","0000",0.000,"*",17.00,98.00,-6.00,"2803700",0,60,5405,5,3,"*",0.00,999999,0,1,117.00,0.00,0.00,0,0,"*","N","0000-00-00"
4908,"4908","Suporte Tucano Grande PT - BC/GDS",29.94,18.71,78,"FABIO",0,29.94,60,60,0,0,"*",26.19,40,0.00,"*","*","*","*",8.85,0,"OK 2021","060",3.00,"*",1,"V MARQUES           ",3723,0,"79070090","0000","UND","0000",0.000,"*",220.00,71.00,0.00,"2803700",0,0,5102,0,0,"*",45.00,142224,0,1,15.00,0.00,0.00,0,0,"*","N","0000-00-00"
4910,"4910","Suporte Tucano Médio BC - BC/GDS",14.43,9.02,78,"FABIO",0,14.43,60,60,0,0,"*",12.63,40,0.00,"*","*","*","*",5.40,0,"OK 2021","060",148.00,"*",1,"V MARQUES           ",3725,0,"79070090","0000","UND","0000",0.000,"*",430.00,49.00,0.00,"2803700",0,0,5102,0,0,"*",327.00,142224,0,1,152.00,0.00,0.00,0,0,"*","N","0000-00-00"
4912,"4912","Suporte Tucano Médio CZ - B Comp/WR",5.65,3.64,78,"SISTEMA",0,5.65,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.40,0,"OK 2021","060",348.00,"*",1,"GDS/V MARQUES/WR    ",3727,0,"94039090","0000","UND","0000",0.000,"*",459.00,75.00,-4.00,"2803700",0,0,5102,0,0,"*",95.00,0,0,1,348.00,0.00,0.00,0,0,"*","N","0000-00-00"
4930,"4930","Puxador 866 p/Porta Peq s/Fur NF - Promel",12.30,8.25,65,"SISTEMA",0,12.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.10,0,"OK 2021","060",59.00,"*",1,"ALUTEC              ",3745,1,"83024100","1800","UND","0000",0.000,"*",57.00,70.00,0.00,"1007400",0,0,5102,0,0,"*",15.00,0,0,1,59.00,0.00,0.00,0,0,"*","N","0000-00-00"
11670,"11670","AD PUX INOX B.CHATA PT 40X10X400X600",171.20,107.00,78,"FABIO",0,171.20,60,60,0,0,"*",149.80,40,0.00,"*","*","*","*",0.00,0,"OK 2022","040",3.00,"*",1,"V MARQUES           ",10218,0,"83024900","12","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,3,3,"*",0.00,142224,0,1,11.00,0.00,0.00,0,0,"*","N","0000-00-00"
