"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox","saldomes","fornecedor","ativo","espec","saldo1","pvista","pprazo","blmargem","encomenda","local","perecivel","venclote"
10131,"10131","AD - Spider Reta K 103"" 2 garras (10KG)",44.42,26.13,39,"SISTEMA",0,44.42,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",9.00,"*",1,"ACAV DECOR          ",8655,0,"73269090","0000","UND","0000",0.000,"*",9.00,0.00,0.00,"0",0,60,5405,5,3,"*",4.00,0,0,1,9.00,0.00,0.00,0,0,"*","N","0000-00-00"
10132,"10132","AD - spider Reta K 104"" 3 GARRAS (10 KG)",42.80,25.18,39,"SISTEMA",0,42.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",10.00,"*",1,"ACAV DECOR          ",8656,0,"73269090","0000","UND","0000",0.000,"*",10.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,0,0,1,10.00,0.00,0.00,0,0,"*","N","0000-00-00"
10133,"10133","AD - Spider Reta K 105"" 4 GARRAS (10KG)",81.53,47.96,39,"SISTEMA",0,81.53,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",4.00,"*",1,"ACAV DECOR          ",8657,0,"73269090","0000","UND","0000",0.000,"*",3.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10134,"10134","AD - Dobradiça  900mm 65Kg Inox Pol V/A 90º - 1001""",390.83,229.90,39,"SISTEMA",0,390.83,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",4.00,"*",1,"ACAV DECOR          ",8658,0,"83021000","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10135,"10135","AD - Dobradiç.Porta Unid.900mm 65K Inox Pol V/V 180.-1002""  ",509.83,299.90,39,"SISTEMA",0,509.83,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",4.00,"*",1,"ACAV DECOR          ",8659,0,"83021000","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10136,"10136","AD - Botton Retangular Paris",392.95,231.15,39,"SISTEMA",0,392.95,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",50.00,"*",1,"ACAV DECOR          ",8660,0,"83024900","0000","UND","0000",0.000,"*",50.00,0.00,0.00,"0",0,60,5405,5,3,"*",20.00,0,0,1,50.00,0.00,0.00,0,0,"*","N","0000-00-00"
10138,"10138","AD - Conj. Box Prime R 904 - 1,80m",1850.36,1088.45,39,"SISTEMA",0,1850.36,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",4.00,"*",1,"ACAV DECOR          ",8662,0,"74199990","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10139,"10139","PUX.TUB INOX POLI 032X300X450 ",82.35,54.90,69,"GERENCIA",0,82.35,50,50,0,0,"*",71.37,30,0.00,"*","*","*","*",0.00,0,"OK 2021","040",1.00,"*",1,"VOXTER              ",8663,0,"83024900","0000","UND","0000",0.000,"*",25.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,999999,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
10140,"10140","AD - PUX. Inox Polido Redondo -SVA-134C para Porta de Correr",58.17,34.22,39,"SISTEMA",0,58.17,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",17.00,"*",1,"ACAV DECOR          ",8664,0,"83024900","0000","UND","0000",0.000,"*",19.00,0.00,0.00,"0",0,60,5405,5,3,"*",9.00,0,0,1,17.00,0.00,0.00,0,0,"*","N","0000-00-00"
10372,"10372","Dobradiça PT Automática Alumínio ",50.70,33.80,53,"COMPRAS",0,50.70,50,50,0,0,"*",43.94,30,0.00,"*","*","*","*",15.70,0,"OK 2023","060",-85.00,"*",1,"FIBRASIL            ",8900,1,"76109000","1200","UND","0000",0.000,"*",34.00,0.00,0.00,"0",0,0,5102,0,0,"*",12.00,4656,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10187,"10187","Tampa 1 1/2 x 1 1/2 38x38 CZ",1.30,0.76,40,"SISTEMA",0,1.30,0,0,0,0,"*",0.81,0,0.00,"*","*","*","*",2.15,0,"OK 2021","060",0.00,"*",1,"PICHU               ",8711,1,"39269090","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10147,"10147","AD - Junção Corrimão P/ Tubo 42,4X1,5mm - 63",110.50,65.00,39,"SISTEMA",0,110.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",2.00,"*",1,"ACAV DECOR          ",8671,0,"99999999","0000","UND","0000",0.000,"*",2.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,0,0,1,2.00,0.00,0.00,0,0,"*","N","0000-00-00"
10150,"10150","AD - Spider 4 GARRAS (130kg) Inox 304 Polida",1128.00,777.73,39,"SISTEMA",0,1128.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8674,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10151,"10151","AD - Junção Corrimão P/ Tubo 42,4X1,5mm AR",53.63,31.55,39,"SISTEMA",0,53.63,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",5.00,"*",1,"ACAV DECOR          ",8675,0,"99999999","0000","UND","0000",0.000,"*",5.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,5.00,0.00,0.00,0,0,"*","N","0000-00-00"
10152,"10152","AD - Pux.Fechart Alça Latão Dupla.Cromado Níquel Esco. 400mm",1995.53,1173.84,39,"SISTEMA",0,1995.53,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8676,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10153,"10153","AD - Pux.Fechart Alça Latão Dupl.C/AL420 Fumê Fosco CR.400mm",2195.07,1291.22,39,"SISTEMA",0,2195.07,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8677,0,"99999999","0000","UND","0000",0.000,"*",0.50,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10154,"10154","AD - Pux. Fechart Alça Latão Dupla Marrom Argent.A 500mm   ",2113.49,1243.23,39,"SISTEMA",0,2113.49,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8678,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10155,"10155","AD - Pux. Fechart Alça Latão-Dupl. Fumê Fosco 600mm     ",1422.36,836.68,39,"SISTEMA",0,1422.36,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8679,0,"99999999","0000","UND","0000",0.000,"*",0.50,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10156,"10156","AD -Pux. Fechart Alça Lat.Dupla AL418/ Níquel Escovado 600mm",1293.05,760.62,39,"SISTEMA",0,1293.05,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8680,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10157,"10157","AD - Pux. Fechart  Lat. Dupla C/AL419 Cobre Brilhante 1000mm",2382.12,1401.25,39,"SISTEMA",0,2382.12,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8681,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10158,"10158","AD - Pux. Fechart Alça Lat. Dupla AL419 L170 Ferrugem 1000mm",2382.12,1401.25,39,"SISTEMA",0,2382.12,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8682,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10159,"10159","AD -  Barra P/Corrimão Superior 2,5m B1015""",308.82,181.66,39,"SISTEMA",0,308.82,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",10.00,"*",1,"ACAV DECOR          ",8683,0,"99999999","0000","UND","0000",0.000,"*",10.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,0,0,1,10.00,0.00,0.00,0,0,"*","N","0000-00-00"
10160,"10160","AD - Borracha P/ Corrimão 2,5mX12 - 13,5mm",41.14,24.20,39,"SISTEMA",0,41.14,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",11.00,"*",1,"ACAV DECOR          ",8684,0,"99999999","0000","UND","0000",0.000,"*",11.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,0,0,1,11.00,0.00,0.00,0,0,"*","N","0000-00-00"
10161,"10161","AD - Junção 180° P/ Corrimão aço Inox 304 nac.",81.31,47.83,39,"SISTEMA",0,81.31,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8685,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10162,"10162","AD - Junção 90° P/ Corrimão 50,8X1,5 Inox",89.30,52.53,39,"SISTEMA",0,89.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8686,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10163,"10163","AD - Conector de Parede 42,4X1,5mm ESC ANQ6",73.27,43.10,39,"SISTEMA",0,73.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8687,0,"99999999","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10260,"10260","AD - VB 4020 Incolor - Cuba Canoa 43X28mm 10mmm",155.82,91.66,39,"SISTEMA",0,155.82,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","000",0.00,"*",1,"ACAV DECOR          ",8785,0,"70060000","1800","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10186,"10186","Nyl 400G PT Tampa do Montante C/4 Pares ",19.01,11.88,40,"FABIO",0,19.01,60,60,0,0,"*",16.63,40,0.00,"*","*","*","*",0.00,0,"OK 2023","060",117.00,"*",1,"PICHU               ",8710,1,"39259090","0000","UND","0000",0.000,"*",58.00,0.00,0.00,"0",0,0,5102,5,3,"*",-93.00,892,0,1,305.00,0.00,0.00,0,0,"*","N","0000-00-00"
10167,"10167","AD - CJ. Dobradiça Hidraulica INF e SUP ESC LO",658.53,387.37,39,"SISTEMA",0,658.53,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8691,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10168,"10168","AD - PUx. YG 908 Inox EScovado 25X45X555mm",76.75,45.15,39,"SISTEMA",0,76.75,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8692,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10169,"10169","AD-FECH 8118-03 Dupla V/V Esquerd.Zamak Acab.Aço Esco.8-12mm",440.81,259.30,39,"SISTEMA",0,440.81,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8693,0,"99999999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10170,"10170","AD - GV 269 - 1 TRinco 10 a 14mm  Inox Esc",41.48,20.40,39,"SISTEMA",0,41.48,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8694,0,"99999999","0000","UND","0000",0.000,"*",2.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10171,"310171","Fechadura 196 BC P/Giro c/Mac c/Cil - NTA",272.94,170.59,88,"GERENCIA",0,272.94,60,60,0,0,"*",221.77,30,0.00,"*","*","*","*",3.45,0,"OK 2023","000",36.00,"*",1,"NTA                 ",8695,0,"83014000","1800","UND","0000",0.000,"*",31.00,0.00,0.00,"0",0,0,5405,0,1,"*",20.00,999999,0,1,37.00,0.00,0.00,0,0,"*","N","0000-00-00"
10172,"10172","Fechadura 184 BC P/Giro c/Mac c/Cil - NTA",258.68,172.45,88,"GERENCIA",0,258.68,50,50,0,0,"*",224.19,30,0.00,"*","*","*","*",3.45,0,"OK 2023","000",108.00,"*",1,"NTA                 ",8696,0,"83014000","1800","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,0,5102,0,1,"*",10.00,999999,0,1,111.00,0.00,0.00,0,0,"*","N","0000-00-00"
10173,"10173","PUX.TUB S INOX POLI 25X300X200",79.04,52.69,69,"GERENCIA",0,79.04,50,50,0,0,"*",68.50,30,0.00,"*","*","*","*",0.00,0,"OK 2021","040",6.00,"*",1,"VOXTER              ",8697,0,"!5402!20","0000","UND","0000",0.000,"*",10.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,999999,0,1,6.00,0.00,0.00,0,0,"*","N","0000-00-00"
10174,"10174","PUX.TUB INOX POLI 25X200X300",37.50,25.00,69,"GERENCIA",0,37.50,50,50,0,0,"*",32.50,30,0.00,"*","*","*","*",0.00,0,"OK 2021","040",9.00,"*",1,"VOXTER              ",8698,0,"!5402!20","0000","UND","0000",0.000,"*",11.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,999999,0,1,9.00,0.00,0.00,0,0,"*","N","0000-00-00"
12175,"12175","Lamina p/Estilete c/10 18mm 954",7.16,4.77,92,"GERENCIA",0,7.16,50,50,0,0,"*",6.20,30,0.00,"*","*","*","*",0.00,0,"OK 2021","000",243.00,"*",1,"COFEMA/FISCHER      ",10730,0,"82119400","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,143301,0,1,320.00,0.00,0.00,0,0,"*","N","0000-00-00"
10178,"10178","AD - Pux. H Inox 25X10X400X300 Barra chata",68.00,40.00,39,"SISTEMA",0,68.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8702,0,"83024100","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10179,"10179","PUX.TUB INOX POLI 32X600X800",182.40,114.00,78,"FABIO",0,182.40,60,60,0,0,"*",159.60,40,0.00,"*","*","*","*",0.00,0,"OK 2023","040",19.00,"*",1,"V MARQUES           ",8703,0,"83024900","0000","UND","0000",0.000,"*",3.00,0.00,0.00,"0",0,0,5102,5,3,"*",5.00,142224,0,1,27.00,0.00,0.00,0,0,"*","N","0000-00-00"
10181,"10181","Puxador U Inox Pol. 40X20X802",180.11,120.07,69,"GERENCIA",0,180.11,50,50,0,0,"*",156.09,30,0.00,"*","*","*","*",0.00,0,"OK 2021","040",1.00,"*",1,"VOXTER              ",8705,0,"83021000","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,999999,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
10182,"10182","AD - PUX.TUB INOX POLI 032X1000X1200",156.26,104.17,78,"FINANCEIRO",0,156.26,50,50,0,0,"*",135.42,30,0.00,"*","*","*","*",0.00,0,"OK 2023","040",-4.00,"*",1,"V MARQUES           ",8706,0,"83024900","12","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",9.00,142224,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
11770,"11770","1101pga PT Dobradiça Superior Reforçada - Glasspeças",35.34,22.09,47,"FABIO",0,35.34,60,60,0,0,"*",30.93,40,0.00,"*","*","*","*",12.72,0,"OK 2021","060",8.00,"*",1,"GLASSPEÇAS          ",10322,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,138135,0,1,9.00,0.00,0.00,0,0,"*","N","0000-00-00"
10185,"10185","Tampa 1 1/2 x 1 1/2 38x38 PT - 2103026",0.99,0.66,40,"COMPRAS",0,0.99,50,50,0,0,"*",0.86,30,0.00,"*","*","*","*",2.15,0,"OK 2022","060",934.00,"*",1,"PICHU               ",8709,1,"39269090","0000","UND","0000",0.000,"*",14.00,0.00,0.00,"0",0,60,5405,0,0,"*",103.00,892,0,1,1003.00,0.00,0.00,0,0,"*","N","0000-00-00"
10340,"10340","Conj Freio Redondo 1N CR - CJ028",17.69,13.91,63,"SISTEMA",0,17.69,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"IDEIA GLASS         ",8867,0,"76169900","1800","UND","0000",0.000,"*",5.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10191,"10191","AD - Pux. Fechart Alça Latão Dupla.Oxidado Fosco  558 500mm",2325.00,1367.55,39,"SISTEMA",0,2325.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","040",0.00,"*",1,"ACAV DECOR          ",8715,0,"99999999","0000","UND","0000",0.000,"*",0.50,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
13389,"13389","Motor Udinese 220v 83Kg Contr Remoto ",633.98,395.00,15,"THIAGO",0,633.98,50,50,0,0,"*",549.45,30,470.00,"*","*","*","*",0.00,0,"OK 2023","040",-23.00,"*",1,"UDINESE             ",11949,0,"84798999","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"5 OU + 5%; 10 OU + 7%.",0.00,4624,0,1,0.00,0.00,0.00,1,0,"*","N","0000-00-00"
10194,"10194","Trava Porta - Isopar",5.50,3.40,75,"SISTEMA",0,5.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","000",-9.00,"*",1,"ISOPAR              ",8718,0,"83026000","1800","UND","0000",0.000,"*",33.00,0.00,0.00,"0",0,0,5401,0,1,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10222,"10222","AD - Pé de Mesa Redondo 76,20X1000mm AL. ESCO. C/ NIVELADOR",91.88,54.05,39,"SISTEMA",0,91.88,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",1.00,"*",1,"ACAV DECOR          ",8746,0,"94039090","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,0,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
10195,"10195","Fechadura 198 BC Porta de Correr c/Cil - NTA cvl",291.00,194.00,88,"GERENCIA",0,291.00,50,50,0,0,"*",252.20,30,0.00,"*","*","*","*",3.45,0,"OK 2022","000",-11.00,"*",1,"NTA                 ",8719,0,"83014000","1800","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,0,1,"*",29.00,999999,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10201,"10201","Macho Cunha L.25 P (10 Kg) - Impacto Alumínio",510.00,340.00,68,"FABIO",0,510.00,50,50,0,0,"*",408.00,20,0.00,"*","*","*","*",8.90,0,"OK 2023","040",133.00,"*",1,"IMPACTO ALUMÍNIO    ",8725,0,"76109000","0000","UND","0000",0.000,"*",-20.00,0.00,0.00,"0",0,60,5405,0,1,"*",-9.00,3920,0,1,246.00,0.00,0.00,0,0,"*","N","0000-00-00"
10202,"10202","Macho Cunha L.30 G (10 Kg) - Impacto Alumínio",424.00,330.00,68,"FINANCEIRO +",0,424.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",8.90,0,"OK 2023","040",17.00,"*",1,"IMPACTO ALUMÍNIO    ",8726,0,"76109000","0000","UND","0000",0.000,"*",-26.00,0.00,0.00,"0",0,60,5405,0,1,"*",0.00,999999,0,1,17.00,0.00,0.00,0,0,"*","N","0000-00-00"
10203,"10203","Macho Cunha L.30 P (10 Kg) - Impacto Alumínio",480.00,320.00,68,"FABIO",0,480.00,50,50,0,0,"*",416.00,30,0.00,"*","*","*","*",8.90,0,"OK 2023","040",55.00,"*",1,"IMPACTO ALUMÍNIO    ",8727,0,"76109000","0000","UND","0000",0.000,"*",26.00,0.00,0.00,"0",0,60,5405,0,1,"*",-2.00,3920,0,1,94.00,0.00,0.00,0,0,"*","N","0000-00-00"
12499,"12499","KIT Acess complem aplicação tub octogonal 60mm - Udinese",46.40,29.00,15,"FABIO",0,46.40,60,60,0,0,"*",40.60,40,0.00,"*","*","*","*",0.00,0,"OK 2022","040",99.00,"*",1,"UDINESE             ",11055,0,"39259090","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"",0.00,914,0,1,77.00,0.00,0.00,0,0,"*","N","0000-00-00"
13628,"13628","UDI Kit Cremona 1600mm I/E Round PTO",346.43,216.52,15,"FABIO",0,346.43,60,60,0,0,"*",303.13,40,0.00,"*","*","*","*",5.25,0,"OK 2021","060",60.00,"*",1,"UDINESE             ",12189,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,0,0,"*",0.00,4624,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10206,"10206","AD-Pé de Mesa 3060-50X800 Vidro C/ Furo+fixador",79.45,46.73,39,"SISTEMA",0,79.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",0.00,"*",1,"ACAV DECOR          ",8730,0,"83024100","0000","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10207,"10207","AD-Pé de Mesa 3060-50X1000 Vidro C/ Furo+Fixador",87.80,51.65,39,"SISTEMA",0,87.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",1.00,"*",1,"ACAV DECOR          ",8731,0,"83024100","0000","UND","0000",0.000,"*",3.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,0,0,1,1.00,0.00,0.00,0,0,"*","N","0000-00-00"
10208,"10208","AD - Mão Franc Andr.Al. reta 250X300",126.30,74.30,39,"SISTEMA",0,126.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",4.00,"*",1,"ACAV DECOR          ",8732,0,"83024100","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10209,"10209","AD - Mão Fran.Andr.Al reta 250X400",149.16,87.74,39,"SISTEMA",0,149.16,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",4.00,"*",1,"ACAV DECOR          ",8733,0,"83024100","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10210,"10210","AD - Mão Franc.Andr Curva Alum 250X300",117.80,69.30,39,"SISTEMA",0,117.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",4.00,"*",1,"ACAV DECOR          ",8734,0,"83024100","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10211,"10211","AD - Mão Franc. Andr.Curva Alum.250X400",143.57,84.45,39,"SISTEMA",0,143.57,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",4.00,"*",1,"ACAV DECOR          ",8735,0,"83024100","0000","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00,0.00,0.00,0,0,"*","N","0000-00-00"
10212,"10212","AD - Porta Toalha 5004 Reto P/vidro diam 10X400",86.10,50.65,39,"SISTEMA",0,86.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",0.00,"*",1,"ACAV DECOR          ",8736,0,"83024100","0000","UND","0000",0.000,"*",2.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
10213,"10213","AD - Porta Toalha 5004 Reto P/Vidro  diam 10X500",100.35,59.03,39,"SISTEMA",0,100.35,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",0.00,"*",1,"ACAV DECOR          ",8737,0,"83024100","0000","UND","0000",0.000,"*",1.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00,0.00,0.00,0,0,"*","N","0000-00-00"
