"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox","saldomes","fornecedor","ativo","espec","saldo1"
11762,"11762","SM 1401 PT Batedeira Simples ",5.80,3.87,47,"FINANCEIRO",0,5.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.05,0,"OK 2021","060",126.00,"*",1,"GLASSPEÇAS          ",10313,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",20.00,138135,0,1,126.00
3819,"3819","Bucha Nyl p/1114 (Par) PT ",2.48,1.71,47,"COMPRAS",0,2.48,45,45,0,0,"*",2.22,30,0.00,"*","*","*","*",0.20,0,"OK 2021","000",212.00,"*",1,"GLASSPEÇAS          ",2751,0,"39259090","1800","UND","0000",0.000,"*",-89.00,25.00,490.00,"1006600",0,60,5405,5,3,"*",-68.00,138135,0,1,301.00
3821,"3821","Nylon para 1201/12031230",0.55,0.22,47,"FINANCEIRO +",0,0.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.20,0,"OK 2021","060",121.00,"*",1,"GLASSPEÇAS          ",2753,1,"39269010","1800","UND","0000",0.000,"*",436.00,-464.00,974.00,"1002000",0,0,5102,0,0,"*",20.00,0,0,1,121.00
3822,"3822","Pino e Trava p/1335 CR - Glasspeças",9.46,6.30,47,"FINANCEIRO",0,9.46,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.60,0,"OK 2021","000",0.00,"*",1,"GLASSPEÇAS          ",2754,0,"83014000","1800","UND","0000",0.000,"*",-48.00,48.00,-8.00,"1007500",0,60,5405,5,3,"*",-1.00,138135,0,1,0.00
3824,"3824","Pino para 1101 - Glasspeças",3.98,2.65,47,"FINANCEIRO",0,3.98,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.60,0,"OK 2021","000",98.00,"*",1,"GLASSPEÇAS          ",2756,0,"39252000","1800","UND","0000",0.000,"*",1010.00,-155.00,255.00,"1001800",0,60,5405,5,3,"*",164.00,138135,0,1,98.00
3825,"3825","Pino Dob para 1114 - Glasspeças",2.57,1.71,47,"FINANCEIRO",0,2.57,50,50,0,0,"*",2.22,30,0.00,"*","*","*","*",0.70,0,"OK 2021","060",-197.00,"*",1,"GLASSPEÇAS          ",2757,1,"83021000","0000","UND","0000",0.000,"*",49.00,101.00,-2.00,"1006600",0,60,5405,5,3,"*",-57.00,138135,0,1,0.00
9982,"9982","SM 1529-1 CR Trinco p/Box 1 Rolete - Glasspeças",35.97,23.99,47,"FINANCEIRO",0,35.97,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.91,0,"OK 2021","060",10.00,"*",1,"GLASSPEÇAS          ",8505,1,"83024100","1800","UND","0000",0.000,"*",19.00,0.00,0.00,"1007400",0,0,5102,0,0,"*",0.00,138135,0,1,10.00
10454,"10454","SM 1511 PT Contra Fechadura p/1510 - Glasspeças",63.53,42.35,47,"COMPRAS",0,63.53,50,50,0,0,"*",55.06,30,0.00,"*","*","*","*",23.07,0,"OK 2021","060",58.00,"*",1,"GLASSPEÇAS          ",8984,1,"83024100","1800","UND","0000",0.000,"*",49.00,0.00,0.00,"0",0,0,5102,0,0,"*",7.00,138135,0,1,18.00
4110,"4110","Chave Allen Quadrada p/Blindex - Glasspeças",5.17,3.47,47,"FINANCEIRO",0,5.17,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.00,0,"OK 2021","000",4.00,"*",1,"GLASSPEÇAS          ",3000,0,"76101000","1800","UND","0000",0.000,"*",139.00,-1.00,0.00,"1007100",0,60,5405,0,0,"*",7.00,138135,0,1,4.00
10889,"10889","SM 1013U NF Pivô p/Dobradiça 1103/PGA/RM - Glasspeças",8.45,5.63,47,"FINANCEIRO",0,8.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.13,0,"OK 2021","060",17.00,"*",1,"GLASSPEÇAS          ",9429,1,"83024100","1800","UND","0000",0.000,"*",20.00,0.00,0.00,"0",0,60,5405,5,3,"*",7.00,999999,0,1,17.00
10888,"10888","SM 1013U BC Pivô p/Dobradiça 1103/PGA/RM - Glasspeças",8.45,5.63,47,"FINANCEIRO",0,8.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.13,0,"OK 2021","060",18.00,"*",1,"GLASSPEÇAS          ",9428,1,"83024100","1800","UND","0000",0.000,"*",24.00,0.00,0.00,"0",0,60,5405,5,3,"*",24.00,999999,0,1,18.00
10885,"10885","SM 1013U CR Pivô p/Dobradiça 1103/PGA/RM - Glasspeças",8.45,5.63,47,"FINANCEIRO",0,8.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.13,0,"OK 2021","060",10.00,"*",1,"GLASSPEÇAS          ",9425,1,"83024100","1800","UND","0000",0.000,"*",29.00,0.00,0.00,"0",0,60,5405,5,3,"*",9.00,138135,0,1,10.00
8564,"8564","SM 1126C NF Carro Côncavo Simples - Pegeral",49.90,34.39,47,"FINANCEIRO",0,49.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",20.76,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",7035,1,"83024100","1800","UND","0000",0.000,"*",54.00,45.00,16.00,"1007400",0,0,5102,0,0,"*",33.00,138135,0,1,6.00
8567,"8567","Puxador Tubular 376 BC - Glasspeças",73.53,49.02,47,"FINANCEIRO",0,73.53,50,50,20,0,"*",0.00,0,0.00,"*","*","*","*",41.13,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",7038,1,"76109000","1800","UND","0000",0.000,"*",3.00,64.00,-9.00,"0102600",0,60,5405,5,3,"*",6.00,999999,0,1,0.00
9437,"9437","SM 1201S BC Bucha P/ Dobradiça - Glasspeças",4.55,3.03,47,"COMPRAS",0,4.55,50,50,0,0,"*",3.94,30,0.00,"*","*","*","*",1.81,0,"OK 2021","060",184.00,"*",1,"GLASSPEÇAS          ",7958,1,"83021000","1800","UND","0000",0.000,"*",149.00,76.00,0.00,"1007400",0,60,5405,5,3,"*",21.00,138135,0,1,161.00
8673,"8673","Puxador Unha Diam 40 BZ - Glasspeças",27.43,18.27,47,"FINANCEIRO",0,27.43,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",41.13,0,"ok 2021","060",32.00,"*",1,"GLASSPEÇAS          ",7148,1,"83024100","1800","UND","0000",0.000,"*",4.00,52.00,-19.00,"1007400",0,0,5102,0,0,"*",4.00,138135,0,1,32.00
8672,"8672","Puxador Unha Diam 40 NF - Glasspeças",13.50,9.00,47,"COMPRAS",0,13.50,50,50,0,0,"*",11.70,30,0.00,"*","*","*","*",41.13,0,"OK 2021","060",30.00,"*",1,"GLASSPEÇAS          ",7147,1,"83024100","1800","UND","0000",0.000,"*",0.00,78.00,0.00,"1007400",0,0,5102,0,0,"*",0.00,138135,0,1,43.00
8671,",8671","Puxador Unha Diam 40 PT - Glasspeças",13.50,9.00,47,"COMPRAS",0,13.50,50,50,0,0,"*",11.70,30,0.00,"*","*","*","*",41.13,0,"OK 2021","060",203.00,"*",1,"GLASSPEÇAS          ",7146,1,"83024100","1800","UND","0000",0.000,"*",1.00,80.00,0.00,"1007400",0,0,5102,0,0,"*",0.00,138135,0,1,255.00
8670,"8670","Puxador Unha Diam 40 BC - Glasspeças",13.50,9.00,47,"COMPRAS",0,13.50,50,50,0,0,"*",11.70,30,0.00,"*","*","*","*",41.13,0,"OK 2021","060",107.00,"*",1,"GLASSPEÇAS          ",7145,1,"83024100","1800","UND","0000",0.000,"*",12.00,37.00,-4.00,"1007400",0,60,5405,5,3,"*",0.00,138135,0,1,141.00
9442,"9442","SM 1201S CR Bucha P/ Dobradiça - Glasspeças",4.14,2.76,47,"COMPRAS",0,4.14,50,50,0,0,"*",3.59,30,0.00,"*","*","*","*",1.81,0,"OK 2021","060",273.00,"*",1,"GLASSPEÇAS          ",7963,1,"83021000","1800","UND","0000",0.000,"*",-16.00,77.00,0.00,"0102600",0,60,5405,5,3,"*",118.00,138135,0,1,311.00
9438,"9438","SM 1101S CR Dobradiça Superior - Glasspeças",27.93,18.62,47,"COMPRAS",0,27.93,50,50,0,0,"*",24.21,30,0.00,"*","*","*","*",20.76,0,"OK 2021","060",209.00,"*",1,"GLASSPEÇAS          ",7959,1,"83021000","1800","UND","0000",0.000,"*",80.00,29.00,0.00,"1007400",0,60,5405,5,3,"*",28.00,138135,0,1,245.00
5100,"5100","Folha de Cortiça 60x45 - Glasspeças",24.77,16.51,47,"GERENCIA",0,24.77,50,50,0,0,"*",21.46,30,0.00,"*","*","*","*",8.45,0,"OK 2021","000",0.00,"*",1,"GLASSPEÇAS          ",3878,0,"83021000","1800","UND","0000",0.000,"*",30.00,23.00,-3.00,"1001600",0,60,5405,5,3,"*",6.00,138135,0,1,0.00
9436,"9436","SM 1103S BC Dobradiça Inf c/Mola - Glasspeças",33.20,22.13,47,"COMPRAS",0,33.20,50,50,0,0,"*",28.77,30,0.00,"*","*","*","*",15.85,0,"OK 2021","060",1.00,"*",1,"GLASSPEÇAS          ",7957,1,"83021000","1800","UND","0000",0.000,"*",34.00,11.00,0.00,"1007400",0,60,5405,5,3,"*",11.00,138135,0,1,25.00
11699,"11699","SM 1126 PT Conj Carr P/Correr 2 Moveis Dir - Glasspeças",547.80,365.40,47,"FINANCEIRO",0,547.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",20.76,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",10248,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,138135,0,1,0.00
11701,"11701","SM 1124 BC Sup Superior C/Rodízio - Glasspeças",65.10,43.39,47,"FINANCEIRO",0,65.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",9.73,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",10250,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,138135,0,1,0.00
5259,"5259","SM 1002 PT Botão de Correção Simples - Glasspeças",4.34,2.89,47,"FINANCEIRO",0,4.34,50,50,0,0,"*",3.76,30,0.00,"*","*","*","*",1.72,0,"OK 2021","060",227.00,"*",1,"GLASSPEÇAS          ",3986,1,"83021000","1800","UND","0000",0.000,"*",530.00,231.00,163.00,"1007400",0,0,5102,0,0,"*",9.00,138135,0,1,302.00
5260,"5260","SM 1101 BC Dobradiça Superior - Glasspeças",27.94,18.62,47,"COMPRAS",0,27.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.72,0,"OK 2021","060",83.00,"*",1,"GLASSPEÇAS          ",3987,1,"83021000","1800","UND","0000",0.000,"*",107.00,-605.00,649.00,"0102600",0,60,5405,5,3,"*",15.00,138135,0,1,68.00
5276,"5276","SM 1101 CR Dobradiça Superior - Glasspeças",27.93,18.62,47,"COMPRAS",0,27.93,50,50,0,0,"*",24.21,30,0.00,"*","*","*","*",20.76,0,"OK 2021","060",30.00,"*",1,"GLASSPEÇAS          ",3997,1,"83021000","1800","UND","0000",0.000,"*",84.00,87.00,-27.00,"1007400",0,60,5405,5,3,"*",-1.00,138135,0,1,48.00
5277,",5277","SM 1126DC CR Carro Côncavo Duplo - Glasspeças",46.95,31.28,47,"COMPRAS",0,46.95,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",25.36,0,"OK 2021","060",55.00,"*",1,"GLASSPEÇAS          ",3998,1,"83021000","1800","UND","0000",0.000,"*",101.00,17.00,47.00,"1007400",0,60,5405,5,3,"*",71.00,138135,0,1,61.00
5294,"5294","SM 1126C PT Carro Côncavo Simples - Glasspeças",39.27,26.19,47,"COMPRAS",0,39.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",20.76,0,"OK 2021","060",64.00,"*",1,"GLASSPEÇAS          ",4010,1,"83024100","1800","UND","0000",0.000,"*",98.00,7.00,6.00,"1007400",0,60,5405,5,3,"*",0.00,138135,0,1,44.00
5295,"5295","SM 1126DC PT Carro Côncavo Duplo - Glasspeças",51.78,34.52,47,"COMPRAS",0,51.78,50,50,0,0,"*",44.88,30,0.00,"*","*","*","*",25.36,0,"OK 2021","060",-43.00,"*",1,"GLASSPEÇAS          ",4011,1,"83021000","1800","UND","0000",0.000,"*",106.00,80.00,-20.00,"1007400",0,60,5405,5,3,"*",8.00,138135,0,1,14.00
5310,"5310","SM 1520 PT Fechadura de Pressão - Glasspeças",105.16,70.06,47,"COMPRAS",0,105.16,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",50.00,0,"OK 2021","060",43.00,"*",1,"GLASSPEÇAS          ",4025,1,"83014000","1800","UND","0000",0.000,"*",18.00,19.00,0.00,"1007400",0,60,5405,5,3,"*",24.00,138135,0,1,35.00
5313,"5313","SM 1126C BC Carro Côncavo Simples - Glasspeças",39.27,26.20,47,"COMPRAS",0,39.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",20.76,0,"OK 2021","060",39.00,"*",1,"GLASSPEÇAS          ",4027,1,"83024100","1800","UND","0000",0.000,"*",66.00,86.00,-8.00,"1007400",0,60,5405,5,3,"*",34.00,138135,0,1,19.00
5319,"5319","SM 1510S BC Fechadura de Pressão - Glasspeças",112.50,75.00,47,"COMPRAS",0,112.50,50,50,0,0,"*",97.50,30,0.00,"*","*","*","*",69.70,0,"OK 2021","060",9.00,"*",1,"GLASSPEÇAS          ",4033,1,"83024100","1800","UND","0000",0.000,"*",9.00,-7.00,12.00,"1007400",0,60,5405,5,3,"*",8.00,138135,0,1,12.00
5320,"5320","SM 1531S BC Contra Fech Pressão V/V - Glasspeças",80.73,53.82,47,"FINANCEIRO",0,80.73,50,50,0,0,"*",0.00,0,0.00,"*","*","*","*",19.40,0,"OK 2021","060",16.00,"*",1,"GLASSPEÇAS          ",4034,1,"83024100","1800","UND","0000",0.000,"*",8.00,-2.00,15.00,"1007400",0,60,5405,0,0,"*",0.00,138135,0,1,16.00
5344,"5344","SM 1510S CR Fechadura de Pressão - Glasspeças",165.55,110.32,47,"FINANCEIRO",0,165.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",69.70,0,"OK 2021","060",14.00,"*",1,"GLASSPEÇAS          ",4056,1,"83024100","1800","UND","0000",0.000,"*",18.00,0.00,0.00,"1007400",0,60,5405,0,0,"*",11.00,138135,0,1,14.00
11741,"11741","3431 PT Dob Vidro Alvenaria - Glasspeças",87.03,58.02,47,"FINANCEIRO",0,87.03,50,50,0,0,"*",75.43,30,0.00,"*","*","*","*",16.70,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",10291,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",6.00,138135,0,1,6.00
5413,"5413","SM 1126MC BC Carro Mini Côncavo - Glasspeças",25.74,17.13,47,"COMPRAS",0,25.74,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",16.65,0,"OK 2021","060",45.00,"*",1,"GLASSPEÇAS          ",4117,1,"83021000","1800","UND","0000",0.000,"*",117.00,307.00,-22.00,"1007400",0,60,5405,5,3,"*",76.00,911,0,1,30.00
5416,"5416","SM 1126MC PT Carro Mini Côncavo - Glasspeças",25.70,17.13,47,"COMPRAS",0,25.70,50,50,0,0,"*",22.27,30,0.00,"*","*","*","*",16.65,0,"OK 2021","060",42.00,"*",1,"GLASSPEÇAS          ",4119,1,"83021000","1800","UND","0000",0.000,"*",95.00,21.00,14.00,"1007400",0,0,5102,0,0,"*",67.00,138135,0,1,36.00
10787,"10787","SM 1103 NF Dobradiça Inf c/Mola - Glasspeças",37.30,25.44,47,"FINANCEIRO",0,37.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.85,0,"OK 2021","060",4.00,"*",1,"GLASSPEÇAS          ",9327,1,"83021000","1800","UND","0000",0.000,"*",35.00,0.00,0.00,"0",0,60,5405,5,3,"*",3.00,138135,0,1,8.00
10774,"10774","BL 3105 NF Mancal Inf P/Porta - Glasspeças",10.74,7.15,47,"FINANCEIRO",0,10.74,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",13.58,0,"OK 2021","060",20.00,"*",1,"GLASSPEÇAS          ",9314,1,"83024900","1800","UND","0000",0.000,"*",20.00,0.00,0.00,"0",0,0,5102,0,0,"*",35.00,138135,0,1,20.00
5699,"5699","BL 3230 CR Contra Fecho Alv c/Aparador - Glasspeças",10.56,7.04,47,"COMPRAS",0,10.56,50,50,120,0,"*",9.15,30,0.00,"*","*","*","*",7.28,0,"OK 2021","060",104.00,"*",1,"GLASSPEÇAS          ",4389,1,"83014000","1800","UND","0000",0.000,"*",21.00,27.00,100.00,"1007500",0,60,5405,0,0,"*",-2.00,138135,0,1,114.00
5750,"5750","SM 1531S PT Contra Fech Pressão V/V - Glasspeças",82.20,54.79,47,"FINANCEIRO",0,82.20,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",19.40,0,"OK 2021","060",2.00,"*",1,"GLASSPEÇAS          ",4439,1,"83024100","1800","UND","0000",0.000,"*",14.00,4.00,0.00,"1007400",0,0,5102,0,0,"*",5.00,138135,0,1,3.00
5753,"5753","SM 1531S NF Contra Fechadura Pressão - Pegeral",43.00,29.64,47,"FINANCEIRO",0,43.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",19.40,0,"OK 2021","060",9.00,"*",1,"GLASSPEÇAS          ",4442,1,"83016000","1800","UND","0000",0.000,"*",15.00,14.00,0.00,"0102400",0,0,5102,0,0,"*",10.00,138135,0,1,9.00
5761,"5761","SM 1520 BC Fechadura de Pressão - Glasspeças",105.16,70.06,47,"FINANCEIRO",0,105.16,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",50.00,0,"OK 2021","060",5.00,"*",1,"GLASSPEÇAS          ",4450,1,"83014000","1800","UND","0000",0.000,"*",53.00,-85.00,93.00,"1007400",0,60,5405,5,3,"*",8.00,138135,0,1,6.00
5851,"5851","1629B BC Puxador Taça em Alum Box - Glasspeças",8.20,5.45,47,"FINANCEIRO",0,8.20,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",-15.00,"*",1,"GLASSPEÇAS          ",4530,1,"83021000","1800","UND","0000",0.000,"*",246.00,731.00,-27.00,"1007400",0,60,5405,5,3,"*",-27.00,138135,0,1,53.00
5852,"5852","1629B BZ Puxador Taça em Alum Box - Glasspeças",8.15,5.46,47,"FINANCEIRO",0,8.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",212.00,"*",1,"GLASSPEÇAS          ",4531,1,"83021000","1800","UND","0000",0.000,"*",268.00,9.00,-8.00,"1007400",0,60,5405,5,3,"*",-1.00,138135,0,1,212.00
9110,"9110","SM 1306 CR Sup Miolo União 2 Vidros - Glasspeças",23.20,15.48,47,"FINANCEIRO",0,23.20,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",9.41,0,"OK 2021","060",-15.00,"*",1,"GLASSPEÇAS          ",7617,1,"83024100","1800","UND","0000",0.000,"*",35.00,27.00,39.00,"1007400",0,60,5405,5,3,"*",-40.00,138135,0,1,0.00
11590,"11590","SM 1118 BC Dobradiça de Batente VA - Glasspeças",54.50,36.33,47,"FINANCEIRO",0,54.50,50,50,0,0,"*",47.23,30,0.00,"*","*","*","*",1.52,0,"OK 2021","060",2.00,"*",1,"GLASSPEÇAS          ",10138,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,138135,0,1,2.00
11591,"11591","CR Porta Cadeado Pressão - Glasspeças",34.71,23.13,47,"SISTEMA",0,34.71,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",-14.59,0,"OK 2021","060",1.00,"*",1,"GLASSPEÇAS          ",10139,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,1.00
6072,"6072","AC Jogo de Porca e Parafuso Allen CR - Glasspeças ",5.69,3.52,47,"FINANCEIRO",0,5.69,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.30,0,"ok 2021","000",208.00,"*",1,"GLASSPEÇAS          ",4707,0,"83024100","1800","UND","0000",0.000,"*",197.00,23.00,156.00,"1007400",0,60,5405,5,3,"*",160.00,138135,0,1,213.00
11690,"11690","SM 1101Pga BC Dob Reforçada - Glasspeças",74.09,49.39,47,"COMPRAS",0,74.09,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.72,0,"OK 2021","060",13.00,"*",1,"GLASSPEÇAS          ",10239,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,138135,0,1,3.00
10793,"10793","SM 1117 NF Dobradiça Horiz Dupla - Glasspeças",82.37,54.89,47,"FINANCEIRO",0,82.37,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",24.49,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",9333,1,"83024100","1800","UND","0000",0.000,"*",16.00,0.00,0.00,"0",0,0,5102,0,0,"*",7.00,138135,0,1,0.00
6155,"6155","Bucha Nyl p/1114 (Par) BC",2.57,1.71,47,"COMPRAS",0,2.57,50,50,0,0,"*",2.22,30,0.00,"*","*","*","*",0.64,0,"OK 2021","000",480.00,"*",1,"GLASSPEÇAS          ",4785,0,"39259090","1800","UND","0000",0.000,"*",516.00,194.00,0.00,"1006600",0,60,5405,0,0,"*",457.00,138135,0,1,486.00
9983,"9983","SM 1529 CR Trinco p/Box - Glasspeças",35.97,23.99,47,"COMPRAS",0,35.97,0,0,0,0,"*",31.19,30,0.00,"*","*","*","*",12.91,0,"OK 2021","060",61.00,"*",1,"GLASSPEÇAS          ",8506,1,"83024100","1800","UND","0000",0.000,"*",46.00,0.00,0.00,"1007400",0,60,5405,0,0,"*",33.00,138135,0,1,62.00
6173,"6173","AC Jogo de Porca e Parafuso Allen - PT",4.79,2.42,47,"FINANCEIRO",0,4.79,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.30,0,"ok 2021","000",221.00,"*",1,"GLASSPEÇAS          ",4802,0,"83024100","1800","UND","0000",0.000,"*",-61.00,-281.00,462.00,"1007400",0,0,5102,0,0,"*",176.00,138135,0,1,221.00
6175,"6175","AC Jogo de Porca e Parafuso Allen - BZ  ",4.79,2.42,47,"FINANCEIRO",0,4.79,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.30,0,"ok 2021","000",108.00,"*",1,"GLASSPEÇAS          ",4804,0,"83024100","1800","UND","0000",0.000,"*",393.00,180.00,-3.00,"1007400",0,60,5405,5,3,"*",100.00,138135,0,1,97.00
6176,"6176","AC Jogo de Porca e Parafuso Allen - BC",4.79,2.42,47,"FINANCEIRO",0,4.79,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.30,0,"ok 2021","060",202.00,"*",1,"GLASSPEÇAS          ",4805,1,"83024100","1800","UND","0000",0.000,"*",151.00,525.00,-4.00,"1007400",0,60,5405,0,0,"*",39.00,138135,0,1,202.00
6177,"6177","AC Jogo de Porca e Parafuso Allen - NF",4.79,2.42,47,"FINANCEIRO",0,4.79,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.30,0,"ok 2021","000",116.00,"*",1,"GLASSPEÇAS          ",4806,0,"83024100","1800","UND","0000",0.000,"*",364.00,72.00,27.00,"1007400",0,60,5405,5,3,"*",100.00,138135,0,1,116.00
10886,"10886","SM 1013U PT Pivô p/Dobradiça 1103/PGA/RM - Glasspeças",8.45,5.63,47,"FINANCEIRO",0,8.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.13,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",9426,1,"83024100","1800","UND","0000",0.000,"*",20.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,138135,0,1,6.00
10432,"10432","SM 1510S PT Fechadura de Pressão - Glasspeças",165.48,110.32,47,"COMPRAS",0,165.48,50,50,0,0,"*",143.42,30,0.00,"*","*","*","*",69.70,0,"OK 2021","060",10.00,"*",1,"GLASSPEÇAS          ",8960,1,"83024100","1800","UND","0000",0.000,"*",11.00,0.00,0.00,"0",0,60,5405,5,3,"*",12.00,138135,0,1,4.00
11679,"11679","3530 BC Fec p/Porta de Correr a 90 Graus - Glasspeças",159.90,106.66,47,"FINANCEIRO",0,159.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",1.00,"*",1,"GLASSPEÇAS          ",10228,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,138135,0,1,1.00
9439,"9439","SM 1101S PT Dobradiça Superior - Glasspeças",27.93,18.62,47,"COMPRAS",0,27.93,50,50,0,0,"*",24.21,30,0.00,"*","*","*","*",12.72,0,"OK 2021","060",63.00,"*",1,"GLASSPEÇAS          ",7960,1,"83021000","1800","UND","0000",0.000,"*",31.00,20.00,0.00,"0102600",0,0,5102,0,3,"*",35.00,138135,0,1,77.00
8566,"8566","Puxador Tubular 376 NF - Glasspeças",73.53,49.02,47,"FINANCEIRO",0,73.53,50,50,20,0,"*",0.00,0,0.00,"*","*","*","*",41.13,0,"OK 2021","060",29.00,"*",1,"GLASSPEÇAS          ",7037,1,"76109000","1800","UND","0000",0.000,"*",17.00,16.00,0.00,"2803700",0,60,5405,5,3,"*",0.00,999999,0,1,29.00
6336,"6336","Braço de Apoio P/Porta Alumínio Miolo SM - Glasspeças",64.85,43.22,47,"COMPRAS",0,64.85,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",13.00,"*",1,"GLASSPEÇAS          ",4932,1,"83024100","1800","UND","0000",0.000,"*",16.00,52.00,0.00,"2803700",0,60,5405,0,1,"*",-2.00,138135,0,1,25.00
8565,"8565","Puxador Tubular 376 PT - Glasspeças",73.53,49.02,47,"FINANCEIRO",0,73.53,50,50,20,0,"*",0.00,0,0.00,"*","*","*","*",41.13,0,"OK 2021","060",19.00,"*",1,"GLASSPEÇAS          ",7036,1,"83021000","1800","UND","0000",0.000,"*",22.00,22.00,0.00,"0102600",0,60,5405,5,3,"*",-2.00,999999,0,1,19.00
6512,"6512","SM 1510S NF Fechadura de Pressão - Glasspeças",165.55,110.32,47,"FINANCEIRO",0,165.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",5082,1,"83024100","1800","UND","0000",0.000,"*",13.00,0.00,0.00,"1007400",0,0,5102,0,0,"*",5.00,138135,0,1,6.00
10887,"10887","SM 1013U BZ Pivô p/Dobradiça 1103/PGA/RM - Glasspeças",8.45,5.63,47,"FINANCEIRO",0,8.45,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",5.13,0,"OK 2021","060",4.00,"*",1,"GLASSPEÇAS          ",9427,1,"83024100","1800","UND","0000",0.000,"*",20.00,0.00,0.00,"0",0,60,5405,5,3,"*",5.00,138135,0,1,4.00
10794,"10794","SM 1126 NF Carr Simples Porta Correr - Glasspeças",39.27,26.19,47,"FINANCEIRO",0,39.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",20.76,0,"OK 2021","060",3.00,"*",1,"GLASSPEÇAS          ",9334,1,"83024100","1800","UND","0000",0.000,"*",3.00,0.00,0.00,"0",0,0,5102,0,0,"*",60.00,138135,0,1,3.00
