"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox","saldomes","fornecedor","ativo","espec","saldo1"
1199,"1199","SM 1801 NF Contra Trinco p/1523 Alv - Glasspeças",3.95,2.63,47,"FINANCEIRO",0,3.95,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.52,0,"Ok 2021","060",25.00,"*",1,"GLASSPEÇAS          ",1084,1,"83024100","1800","UND","0000",0.000,"*",33.00,86.00,-2.00,"1007400",0,0,5102,0,0,"*",20.00,138135,0,1,28.00
1200,"1200","SM 1801 PT Contra Trinco p/1523 Alv - Glasspeças",3.95,2.63,47,"COMPRAS",0,3.95,50,50,0,0,"*",3.42,30,0.00,"*","*","*","*",1.52,0,"OK 2021","060",39.00,"*",1,"GLASSPEÇAS          ",1085,1,"83014000","1800","UND","0000",0.000,"*",88.00,251.00,0.00,"1007400",0,60,5405,5,3,"*",64.00,138135,0,1,51.00
2027,"2027","BL 3110 NF Dobradiça Inferior ",38.30,26.39,47,"FINANCEIRO",0,38.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",13.58,0,"OK 2021","060",17.00,"*",1,"GLASSPEÇAS          ",1250,1,"83024900","1800","UND","0000",0.000,"*",17.00,18.00,0.00,"2803700",0,0,5102,0,0,"*",18.00,138135,0,1,17.00
2028,"2028","BL 3110 BC Dobradiça Inferior - Glasspeças",77.10,51.39,47,"FINANCEIRO",0,77.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",13.58,0,"OK 2021","060",25.00,"*",1,"GLASSPEÇAS          ",1251,1,"83024900","1800","UND","0000",0.000,"*",28.00,52.00,0.00,"2803700",0,0,5102,0,0,"*",9.00,138135,0,1,25.00
2029,"2029","BL 3110 PT Dobradiça Inferior - Glasspeças",77.10,51.39,47,"FINANCEIRO",0,77.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",13.58,0,"OK 2021","060",32.00,"*",1,"GLASSPEÇAS          ",1252,1,"83024900","1800","UND","0000",0.000,"*",36.00,2.00,-1.00,"2803700",0,0,5102,0,0,"*",8.00,138135,0,1,32.00
2031,"2031","BL 3110 CR Dobradiça Inferior - Glasspeças",77.10,51.39,47,"FINANCEIRO",0,77.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",13.58,0,"OK 2021","060",28.00,"*",1,"GLASSPEÇAS          ",1254,1,"83021000","1800","UND","0000",0.000,"*",18.00,22.00,0.00,"0102600",0,60,5405,5,3,"*",-2.00,138135,0,1,28.00
9166,"9166","SM 1126D CR Carro 1/2 Cana Duplo - Glasspeças",46.94,31.28,47,"FINANCEIRO",0,46.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",33.00,"*",1,"GLASSPEÇAS          ",7676,1,"83021000","0000","UND","0000",0.000,"*",27.00,28.00,0.00,"0102600",0,0,5102,0,0,"*",8.00,138135,0,1,34.00
2092,"2092","BL 3140 NF Dobradiça Inf e Sup - Glasspeças",28.48,18.96,47,"FINANCEIRO",0,28.48,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",11.44,0,"OK 2021","060",24.00,"*",1,"GLASSPEÇAS          ",1315,1,"83024900","1800","UND","0000",0.000,"*",24.00,1.00,0.00,"2803700",0,0,5102,0,0,"*",24.00,138135,0,1,24.00
2093,"2093","BL 3140 BC Dobradiça Inf e Sup - Glasspeças",28.48,18.96,47,"FINANCEIRO",0,28.48,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",11.44,0,"OK 2021","060",20.00,"*",1,"GLASSPEÇAS          ",1316,1,"83024900","1800","UND","0000",0.000,"*",31.00,17.00,-2.00,"2803700",0,0,5102,0,0,"*",4.00,138135,0,1,20.00
2094,"2094","BL 3140 PT Dobradiça Inf e Sup - Glasspeças",28.44,18.95,47,"FINANCEIRO",0,28.44,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",10.71,0,"OK 2021","060",16.00,"*",1,"GLASSPEÇAS          ",1317,1,"83024900","1800","UND","0000",0.000,"*",22.00,14.00,15.00,"2803700",0,60,5405,5,3,"*",9.00,138135,0,1,16.00
2096,"2096","BL 3140 CR Dobradiça Inf e Sup - Glasspeças",28.48,18.96,47,"FINANCEIRO",0,28.48,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",11.44,0,"OK 2021","060",31.00,"*",1,"GLASSPEÇAS          ",1319,1,"83021000","1800","UND","0000",0.000,"*",26.00,1.00,0.00,"0102600",0,60,5405,5,3,"*",1.00,138135,0,1,31.00
2147,"2147","BL 3210 NF Fechadura de Centro",82.40,56.78,47,"FINANCEIRO",0,82.40,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.55,0,"OK 2021","060",11.00,"*",1,"GLASSPEÇAS          ",1365,1,"83011000","1800","UND","0000",0.000,"*",25.00,43.00,0.00,"1007400",0,0,5102,0,0,"*",21.00,138135,0,1,11.00
2148,"2148","BL 3210 BC Fechadura de Centro - Glasspeças",72.68,48.45,47,"COMPRAS",0,72.68,50,50,0,0,"*",62.99,30,0.00,"*","*","*","*",40.55,0,"OK 2021","060",47.00,"*",1,"GLASSPEÇAS          ",1366,1,"83024100","1800","UND","0000",0.000,"*",20.00,48.00,98.00,"1007400",0,60,5405,5,3,"*",42.00,138135,0,1,27.00
2149,"2149","BL 3210 PT Fechadura de Centro - Glasspeças",72.66,48.44,47,"COMPRAS",0,72.66,50,50,0,0,"*",62.97,30,0.00,"*","*","*","*",40.55,0,"OK 2021","060",25.00,"*",1,"GLASSPEÇAS          ",1367,1,"83024100","1800","UND","0000",0.000,"*",14.00,32.00,0.00,"1007400",0,0,5102,0,0,"*",5.00,138135,0,1,31.00
2151,"2151","BL 3210 CR Fechadura de Centro - Glasspeças",68.09,45.39,47,"FINANCEIRO",0,68.09,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.55,0,"OK 2021","060",28.00,"*",1,"GLASSPEÇAS          ",1369,1,"83024100","1800","UND","0000",0.000,"*",23.00,-44.00,50.00,"1007400",0,60,5405,5,3,"*",59.00,138135,0,1,30.00
2152,"2152","BL 3211 NF Contra Fec c/Aparador - Pegeral",49.35,32.89,47,"FINANCEIRO",0,49.35,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.43,0,"OK 2021","060",8.00,"*",1,"GLASSPEÇAS          ",1370,1,"83024900","1800","UND","0000",0.000,"*",14.00,7.00,0.00,"2803700",0,0,5102,0,0,"*",14.00,138135,0,1,8.00
2153,"2153","BL 3211 BC Contra Fec c/Aparador - Glasspeças",36.27,24.15,47,"FINANCEIRO",0,36.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.43,0,"OK 2021","060",26.00,"*",1,"GLASSPEÇAS          ",1371,1,"83024900","1800","UND","0000",0.000,"*",19.00,25.00,0.00,"2803700",0,0,5102,0,0,"*",-5.00,138135,0,1,26.00
2154,"2154","BL 3211 PT Contra Fec c/Aparador - Glasspeças",36.27,24.15,47,"FINANCEIRO",0,36.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.43,0,"OK 2021","060",27.00,"*",1,"GLASSPEÇAS          ",1372,1,"83024900","1800","UND","0000",0.000,"*",21.00,28.00,0.00,"2803700",0,0,5102,0,0,"*",37.00,138135,0,1,27.00
2156,"2156","BL 3211 CR Contra Fec c/Aparador - Glasspeças",36.27,24.15,47,"FINANCEIRO",0,36.27,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.43,0,"OK 2021","060",25.00,"*",1,"GLASSPEÇAS          ",1374,1,"83024100","1800","UND","0000",0.000,"*",34.00,64.00,0.00,"1007400",0,60,5405,5,3,"*",8.00,138135,0,1,27.00
2172,"2172","BL 3230 NF Contra Fec Alv c/Aparador - Glasspeças",10.56,7.04,47,"FINANCEIRO",0,10.56,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.06,0,"OK 2021","060",77.00,"*",1,"GLASSPEÇAS          ",1390,1,"83024100","1800","UND","0000",0.000,"*",15.00,100.00,-8.00,"1007400",0,0,5102,0,0,"*",29.00,138135,0,1,80.00
2173,"2173","BL 3230 BC Contra Fec Alv c/Aparador - Glasspeças",10.58,7.05,47,"COMPRAS",0,10.58,50,50,0,0,"*",9.17,30,0.00,"*","*","*","*",4.16,0,"OK 2021","060",113.00,"*",1,"GLASSPEÇAS          ",1391,1,"83024100","1800","UND","0000",0.000,"*",193.00,-129.00,130.00,"1007400",0,60,5405,0,0,"*",-41.00,138135,0,1,47.00
2174,"2174","BL 3230 PT Contra Fec Alv c/Aparador - Glasspeças",10.65,7.10,47,"COMPRAS",0,10.65,50,50,0,0,"*",9.23,30,0.00,"*","*","*","*",4.06,0,"OK 2021","060",47.00,"*",1,"GLASSPEÇAS          ",1392,1,"83024100","1800","UND","0000",0.000,"*",133.00,-8.00,50.00,"1007400",0,60,5405,5,3,"*",35.00,138135,0,1,80.00
2175,"2175","BL 3230 BZ Contra Fec Alv c/Aparador - Pegeral",10.90,7.24,47,"FINANCEIRO",0,10.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",4.06,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",1393,1,"83024100","1800","UND","0000",0.000,"*",1.00,28.00,0.00,"1007400",0,0,5102,0,0,"*",23.00,999999,0,1,6.00
10802,"10802","Bl 3532 NF Fechadura de Correr - gpeças",71.50,47.77,47,"FINANCEIRO",0,71.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",40.00,"*",1,"GLASSPEÇAS          ",9342,1,"83024100","1800","UND","0000",0.000,"*",28.00,0.00,0.00,"0",0,0,5102,0,0,"*",0.00,138135,0,1,41.00
10801,"10801","SM 1126B NF Carrinho Simples Mini - Glasspeças",75.02,49.97,47,"FINANCEIRO",0,75.02,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",0.00,0,"OK 2021","060",7.00,"*",1,"GLASSPEÇAS          ",9341,1,"83024100","1800","UND","0000",0.000,"*",18.00,0.00,0.00,"0",0,0,5102,0,0,"*",9.00,138135,0,1,7.00
10800,"10800","SM 1112F NF Dob Pivot Inf p/Mola - Glasspeças",126.50,84.27,47,"FINANCEIRO",0,126.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",16.66,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",9340,1,"83024100","1800","UND","0000",0.000,"*",6.00,0.00,0.00,"0",0,0,5102,0,0,"*",5.00,138135,0,1,6.00
10797,"10797","SM 1129E NF Dob Dupla V/V Esquerda - Glasspeças",54.89,36.58,47,"FINANCEIRO",0,54.89,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",21.26,0,"OK 2021","060",7.00,"*",1,"GLASSPEÇAS          ",9337,1,"83021000","1800","UND","0000",0.000,"*",28.00,0.00,0.00,"0",0,0,5102,0,0,"*",4.00,138135,0,1,5.00
10798,"10798","SM 1131 NF Dobradiça p/Porta de Arco - Glasspeças",42.90,28.60,47,"FINANCEIRO",0,42.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",18.63,0,"OK 2021","060",27.00,"*",1,"GLASSPEÇAS          ",9338,1,"83024100","1800","UND","0000",0.000,"*",70.00,0.00,0.00,"0",0,0,5102,0,0,"*",50.00,138135,0,1,27.00
10799,"10799","SM 1132 NF Dob Horiz Dupla - Glasspeças",106.00,70.66,47,"FINANCEIRO",0,106.00,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",38.83,0,"OK 2021","060",11.00,"*",1,"GLASSPEÇAS          ",9339,1,"83024100","1800","UND","0000",0.000,"*",16.00,0.00,0.00,"0",0,0,5102,0,0,"*",8.00,138135,0,1,11.00
11707,"11707","1103Pga NF Dob Inf Reforçada - Glasspeças",85.53,56.99,47,"FINANCEIRO",0,85.53,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.85,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",10256,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,2087,0,1,0.00
11708,"11708","SM 1101P NF Dobradiça Reforçada - Glasspeças",74.09,49.39,47,"FINANCEIRO",0,74.09,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.72,0,"OK 2021","060",0.00,"*",1,"GLASSPEÇAS          ",10257,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,138135,0,1,0.00
11680,"11680","3534 BC Contra Fech p/Porta Correr a 90 Graus - Glasspeças",86.80,57.87,47,"FINANCEIRO",0,86.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",16.70,0,"OK 2021","060",1.00,"*",1,"GLASSPEÇAS          ",10229,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,138135,0,1,1.00
10795,"10795","SM 1126DC NF Carro Côncavo Duplo - Glasspeças",46.95,31.28,47,"COMPRAS",0,46.95,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",25.36,0,"OK 2021","060",2.00,"*",1,"GLASSPEÇAS          ",9335,1,"83021000","1800","UND","0000",0.000,"*",92.00,0.00,0.00,"0",0,60,5405,5,3,"*",68.00,138135,0,1,6.00
10796,"10796","SM 1129D NF Dob Dupla V/V Direita - Glasspeças",54.86,36.58,47,"FINANCEIRO",0,54.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",21.26,0,"OK 2021","060",22.00,"*",1,"GLASSPEÇAS          ",9336,1,"83021000","1800","UND","0000",0.000,"*",28.00,0.00,0.00,"0",0,0,5102,0,0,"*",20.00,138135,0,1,22.00
2384,"2384","BL 3534 NF Contra Fech p/Porta Correr - Pegeral",49.35,32.89,47,"COMPRAS",0,49.35,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",16.70,0,"OK 2021","060",10.00,"*",1,"GLASSPEÇAS          ",1553,1,"83024100","1800","UND","0000",0.000,"*",24.00,30.00,0.00,"1007400",0,0,5102,0,0,"*",9.00,138135,0,1,10.00
2386,"2386","BL 3534 PT Contra Fech p/Porta Correr - Glasspeças",47.18,31.45,47,"COMPRAS",0,47.18,50,50,0,0,"*",40.89,30,0.00,"*","*","*","*",16.70,0,"OK 2021","060",88.00,"*",1,"GLASSPEÇAS          ",1554,1,"83021000","1800","UND","0000",0.000,"*",57.00,22.00,0.00,"1007400",0,60,5405,0,0,"*",48.00,138135,0,1,69.00
2388,"2388","BL 3534 CR Contra Fech p/Porta Correr - Glasspeças",38.55,25.70,47,"COMPRAS",0,38.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",79.93,0,"OK 2021","060",60.00,"*",1,"GLASSPEÇAS          ",1556,1,"83024100","1800","UND","0000",0.000,"*",52.00,16.00,3.00,"1007400",0,60,5405,5,3,"*",7.00,138135,0,1,44.00
2389,"2389","BL 3536 NF Contra Fechadura s/Pux",38.90,26.82,47,"FINANCEIRO",0,38.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.98,0,"OK 2021","060",37.00,"*",1,"GLASSPEÇAS          ",1557,1,"83024100","1800","UND","0000",0.000,"*",62.00,41.00,0.00,"1007400",0,0,5102,0,0,"*",30.00,138135,0,1,38.00
2390,"2390","BL 3536 BC Contra Fechadura s/Pux - Glasspeças",36.25,24.16,47,"COMPRAS",0,36.25,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.62,0,"OK 2021","060",63.00,"*",1,"GLASSPEÇAS          ",1558,1,"83014000","1800","UND","0000",0.000,"*",46.00,18.00,-12.00,"1007400",0,60,5405,5,3,"*",-2.00,138135,0,1,38.00
2391,"2391","BL 3536 PT Contra Fechadura s/Pux - Glasspeças",36.25,24.16,47,"COMPRAS",0,36.25,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.98,0,"OK 2021","060",68.00,"*",1,"GLASSPEÇAS          ",1559,1,"83014000","1800","UND","0000",0.000,"*",49.00,32.00,0.00,"1007400",0,0,5102,0,0,"*",62.00,138135,0,1,53.00
2393,"2393","BL 3536 CR Contra Fechadura s/Pux - Glasspeças",36.24,24.16,47,"COMPRAS",0,36.24,50,50,0,0,"*",0.00,0,0.00,"*","*","*","*",15.98,0,"OK 2021","060",103.00,"*",1,"GLASSPEÇAS          ",1561,1,"83014000","1800","UND","0000",0.000,"*",58.00,132.00,0.00,"1007400",0,0,5102,0,0,"*",31.00,138135,0,1,108.00
2502,"2502","BL 3530 NF Fec p/Porta de Correr - Glasspeças",78.14,52.09,47,"FINANCEIRO",0,78.14,50,50,0,0,"*",67.72,30,0.00,"*","*","*","*",4056.00,0,"OK 2021","060",18.00,"*",1,"GLASSPEÇAS          ",1641,1,"83021000","1800","UND","0000",0.000,"*",-11.00,14.00,-1.00,"2803700",0,0,5102,0,0,"*",31.00,138135,0,1,21.00
2503,"2503","BL 3530 BC Fec p/Porta de Correr - Glasspeças",78.14,52.09,47,"COMPRAS",0,78.14,50,50,0,0,"*",67.72,30,0.00,"*","*","*","*",40.56,0,"OK 2021","060",256.00,"*",1,"GLASSPEÇAS          ",1642,1,"83021000","1800","UND","0000",0.000,"*",57.00,-74.00,74.00,"1007400",0,60,5405,5,3,"*",-40.00,138135,0,1,261.00
2504,"2504","BL 3530 PT Fec P/Porta de Correr - Glasspeças",78.14,52.09,47,"COMPRAS",0,78.14,50,50,0,0,"*",67.72,30,0.00,"*","*","*","*",40.56,0,"OK 2021","060",-23.00,"*",1,"GLASSPEÇAS          ",1643,1,"83021000","1800","UND","0000",0.000,"*",33.00,15.00,-3.00,"2803700",0,60,5405,5,3,"*",41.00,138135,0,1,0.00
2506,"2506","BL 3530 CR Fec p/Porta de Correr - Glasspeças",78.14,52.09,47,"COMPRAS",0,78.14,50,50,0,0,"*",67.72,30,0.00,"*","*","*","*",40.56,0,"OK 2021","060",62.00,"*",1,"GLASSPEÇAS          ",1644,1,"83021000","1800","UND","0000",0.000,"*",70.00,7.00,-7.00,"1007400",0,60,5405,5,3,"*",-11.00,138135,0,1,25.00
2508,"2508","BL 3532 BC Fechadura de Correr - Glasspeças",78.14,52.09,47,"COMPRAS",0,78.14,50,50,0,0,"*",67.72,30,0.00,"*","*","*","*",40.56,0,"OK 2021","060",97.00,"*",1,"GLASSPEÇAS          ",1646,1,"83021000","1800","UND","0000",0.000,"*",67.00,19.00,-18.00,"1007500",0,60,5405,5,3,"*",40.00,138135,0,1,71.00
2509,"+2509","BL 3532 PT Fechadura de Correr - Glasspeças",68.09,52.09,47,"COMPRAS",0,68.09,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",11.00,"*",1,"GLASSPEÇAS          ",1647,1,"83021000","1800","UND","0000",0.000,"*",26.00,46.00,-16.00,"1007400",0,0,5102,0,0,"*",78.00,138135,0,1,6.00
2511,"2511","BL 3532 CR Fechadura de Correr - Glasspeças",78.14,52.09,47,"COMPRAS",0,78.14,50,50,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",81.00,"*",1,"GLASSPEÇAS          ",1649,1,"83021000","1800","UND","0000",0.000,"*",79.00,157.00,41.00,"1007500",0,60,5405,0,0,"*",21.00,138135,0,1,86.00
11760,"11760","3530 PT Fec p/Porta de Correr a 90 Graus - Glasspeças",159.90,106.66,47,"SISTEMA",0,159.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",-1.00,"*",1,"GLASSPEÇAS          ",10311,1,"83014000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,15,0,1,0.00
2738,"2738","BL 3530 BZ Fec p/Porta de Correr - Pegeral",77.80,51.88,47,"FINANCEIRO",0,77.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",40.56,0,"OK 2021","060",-2.00,"*",1,"GLASSPEÇAS          ",1843,1,"83024900","1800","UND","0000",0.000,"*",-6.00,-87.00,87.00,"2803700",0,0,5102,0,0,"*",9.00,999999,0,1,0.00
2739,"2739","BL 3534 BC Contra Fech p/Porta Correr - Glasspeças",38.55,25.70,47,"COMPRAS",0,38.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",16.70,0,"OK 2021","060",38.00,"*",1,"GLASSPEÇAS          ",1844,1,"83024100","1800","UND","0000",0.000,"*",46.00,22.00,4.00,"1007400",0,60,5405,5,3,"*",38.00,138135,0,1,14.00
9428,"9428","SM 1013S PT Pivô Invertido p/Dob Inf Z - Glasspeças ",6.33,4.21,47,"COMPRAS",0,6.33,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",1.05,0,"OK 2021","060",131.00,"*",1,"GLASSPEÇAS          ",7949,1,"83024100","1800","UND","0000",0.000,"*",84.00,28.00,0.00,"1007400",0,60,5405,0,3,"*",-12.00,138135,0,1,112.00
10298,"10298","PC3000 PT Porta Cadeado L 3000 - Glasspeças",71.33,47.55,47,"FINANCEIRO",0,71.33,50,50,0,0,"*",61.82,30,0.00,"*","*","*","*",2.92,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",8825,1,"83024100","1800","UND","0000",0.000,"*",-4.00,0.00,0.00,"0",0,60,5405,5,3,"*",13.00,138135,0,1,10.00
10299,"10299","PC3000 CR Porta Cadeado L 3000 - Glasspeças",68.86,45.88,47,"FINANCEIRO",0,68.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",-14.59,0,"OK 2021","060",11.00,"*",1,"GLASSPEÇAS          ",8826,1,"83024100","1800","UND","0000",0.000,"*",9.00,0.00,0.00,"0",0,60,5405,5,3,"*",4.00,138135,0,1,11.00
9440,"9440","SM 1103S CR Dobradiça Inf c/Mola - Glasspeças",33.20,22.12,47,"COMPRAS",0,33.20,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",15.85,0,"OK 2021","060",49.00,"*",1,"GLASSPEÇAS          ",7961,1,"83021000","1800","UND","0000",0.000,"*",47.00,29.00,0.00,"0102600",0,60,5405,5,3,"*",6.00,138135,0,1,78.00
11771,"11771","1103 PT Dob Inf Reforçada P/Mola - Glasspeças",229.30,152.83,47,"FINANCEIRO",0,229.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.72,0,"OK 2021","060",-1.00,"*",1,"GLASSPEÇAS          ",10323,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,2087,1,1,0.00
10300,"10300","PC3000 NF Porta Cadeado L 3000 - Glasspeças",68.86,45.88,47,"FINANCEIRO",0,68.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",7.00,"*",1,"GLASSPEÇAS          ",8827,1,"83024100","1800","UND","0000",0.000,"*",4.00,0.00,0.00,"0",0,60,5405,5,3,"*",6.00,138135,0,1,8.00
10301,"10301","PTC520 CR Porta Cadeado 1520 - Glasspeças",52.91,35.23,47,"FINANCEIRO",0,52.91,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",3.00,"*",1,"GLASSPEÇAS          ",8828,1,"83024100","1800","UND","0000",0.000,"*",17.00,0.00,0.00,"0",0,60,5405,5,3,"*",3.00,999999,0,1,3.00
10302,"10302","PTC520 PT Porta Cadeado 1520 - Glasspeças",52.91,35.23,47,"SISTEMA",0,52.91,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",-1.00,"*",1,"GLASSPEÇAS          ",8829,1,"83024100","1800","UND","0000",0.000,"*",27.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,0,0,1,0.00
10303,"10303","PTC520 BC Porta Cadeado 1520 - Glasspeças",52.91,35.23,47,"SISTEMA",0,52.91,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",3.00,"*",1,"GLASSPEÇAS          ",8830,1,"83024100","1800","UND","0000",0.000,"*",10.00,0.00,0.00,"0",0,60,5405,5,3,"*",3.00,0,0,1,3.00
10304,"10304","PTC520 NF Porta Cadeado 1520 - Glasspeças",52.91,35.23,47,"SISTEMA",0,52.91,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",6.00,"*",1,"GLASSPEÇAS          ",8831,1,"83024100","1800","UND","0000",0.000,"*",8.00,0.00,0.00,"0",0,60,5405,5,3,"*",3.00,0,0,1,6.00
10305,"10305","PTC510 CR Porta Cadeado 1510 - Glasspeças",60.94,40.63,47,"FINANCEIRO",0,60.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",3.00,"*",1,"GLASSPEÇAS          ",8832,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",0.00,999999,0,1,3.00
10306,"10306","PTC510 PT Porta Cadeado 1510 - Glasspeças",60.94,40.63,47,"SISTEMA",0,60.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",7.00,"*",1,"GLASSPEÇAS          ",8833,1,"83024100","1800","UND","0000",0.000,"*",2.00,0.00,0.00,"0",0,60,5405,5,3,"*",8.00,0,0,1,7.00
10307,"10307","PTC510 BC Porta Cadeado 1510 - Glasspeças",60.94,40.63,47,"FINANCEIRO",0,60.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",8.00,"*",1,"GLASSPEÇAS          ",8834,1,"83024100","1800","UND","0000",0.000,"*",2.00,0.00,0.00,"0",0,60,5405,5,3,"*",15.00,999999,0,1,8.00
10308,"10308","PTC510 NF Porta Cadeado 1510 - Glasspeças",60.94,40.63,47,"SISTEMA",0,60.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",4.00,"*",1,"GLASSPEÇAS          ",8835,1,"83024100","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",2.00,0,0,1,4.00
3689,"3689","1629J BZ Puxador Taça em Alum Janela - Glasspeças",6.48,4.29,47,"FINANCEIRO",0,6.48,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",2.92,0,"OK 2021","060",24.00,"*",1,"GLASSPEÇAS          ",2652,1,"83021000","1800","UND","0000",0.000,"*",287.00,52.00,-45.00,"1007100",0,0,5102,0,0,"*",2707.00,138135,0,1,24.00
3692,"3692","1629J PT Puxador Taça em Alum Janela - Glasspeças",6.42,4.28,47,"COMPRAS",0,6.42,50,50,0,0,"*",5.56,30,0.00,"*","*","*","*",2.92,0,"OK 2021","060",14.00,"*",1,"GLASSPEÇAS          ",2654,1,"83021000","1800","UND","0000",0.000,"*",312.00,278.00,-23.00,"1007100",0,0,5102,0,0,"*",2896.00,138135,0,1,142.00
11772,"11772","1201 PT Pivo Dobradiça Superior Reforçado - Glasspeças",33.60,22.39,47,"FINANCEIRO",0,33.60,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",12.72,0,"OK 2021","060",71.00,"*",1,"GLASSPEÇAS          ",10324,1,"83021000","1800","UND","0000",0.000,"*",0.00,0.00,0.00,"0",0,60,5405,5,3,"*",1.00,138135,0,1,69.00
