"codigo","referencia","descrição","preço","custo","linha","usuario","comissão","preço_vista","mvista","mprazo","estmin","estmax","fabrica","menor","mmenor","promoção","letras","balança","marca","modelo","cmedio","outros","clas_fiscal","sit_fiscal","saldo","unidade","empresa","nomelinha","auto","subs","ncm","icm","und","aliquota","saldoa","ippt","saldoc","saldoatual","dif","cest","origem","csosn","cfop","idcsosn","idcfop","promox"
4008,"4008","Incolor 350 Fixo",106.40,75.81,19,"SISTEMA",0,106.40,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",34.47,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",2903,1,"70071900","1800","UND","0000",0.000,"*",4.00,3.00,-4.00,"1003600",0,60,5405,5,3,"*"
4009,"4009","Incolor 350 Porta",106.40,75.81,19,"SISTEMA",0,106.40,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",34.47,0,"OK 2021","060",27.00,"*",1,"VIDRO               ",2904,1,"70071900","1800","UND","0000",0.000,"*",30.00,26.00,0.00,"1003600",0,60,5405,5,3,"*"
4012,"4012","Incolor 400 Fixo",121.60,86.64,19,"SISTEMA",0,121.60,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",39.40,0,"OK 2021","060",11.00,"*",1,"VIDRO               ",2907,1,"70071900","1800","UND","0000",0.000,"*",33.00,16.00,-8.00,"1003600",0,60,5405,5,3,"*"
4014,"4014","Incolor 400 Porta",121.60,86.64,19,"SISTEMA",0,121.60,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",39.40,0,"OK 2021","060",27.00,"*",1,"VIDRO               ",2909,1,"70071900","1800","UND","0000",0.000,"*",30.00,22.00,-5.00,"1003600",0,0,5102,0,0,"*"
4020,"4020","Incolor 450 Fixo",136.80,97.47,19,"SISTEMA",0,136.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",44.33,0,"OK 2021","060",1.00,"*",1,"VIDRO               ",2915,1,"70071900","1800","UND","0000",0.000,"*",21.00,14.00,-7.00,"1003600",0,60,5405,5,3,"*"
4021,"4021","Incolor 450 Porta",136.80,97.47,19,"SISTEMA",0,136.80,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",44.33,0,"OK 2021","060",26.00,"*",1,"VIDRO               ",2916,1,"70071900","1800","UND","0000",0.000,"*",47.00,45.00,-12.00,"1003600",0,60,5405,5,3,"*"
4022,"4022","Incolor 500 Fixo",151.90,108.30,19,"SISTEMA",0,151.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",49.25,0,"OK 2021","060",20.00,"*",1,"VIDRO               ",2917,1,"70071900","1800","UND","0000",0.000,"*",44.00,11.00,-11.00,"1003600",0,60,5405,5,3,"*"
4024,"4024","Incolor 500 Porta",151.90,108.30,19,"SISTEMA",0,151.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",49.25,0,"OK 2021","060",13.00,"*",1,"VIDRO               ",2918,1,"70071900","1800","UND","0000",0.000,"*",43.00,13.00,-10.00,"1003600",0,60,5405,5,3,"*"
4025,"4025","Incolor 550 Porta",167.10,119.13,19,"SISTEMA",0,167.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",17.30,0,"OK 2021","060",14.00,"*",1,"VIDRO               ",2919,1,"70071900","1800","UND","0000",0.000,"*",49.00,15.00,-10.00,"1003600",0,60,5405,5,3,"*"
4026,"4026","Incolor 550 Fixo",167.10,119.13,19,"SISTEMA",0,167.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",54.18,0,"OK 2021","060",27.00,"*",1,"VIDRO               ",2920,1,"70071900","1800","UND","0000",0.000,"*",51.00,18.00,-2.00,"1003600",0,60,5405,5,3,"*"
4027,"4027","Incolor 600 Fixo",182.30,129.96,19,"SISTEMA",0,182.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",59.10,0,"OK 2021","060",24.00,"*",1,"VIDRO               ",2921,1,"70071900","1800","UND","0000",0.000,"*",44.00,58.00,-22.00,"1003600",0,60,5405,5,3,"*"
4028,"4028","Incolor 600 Porta",182.30,129.96,19,"SISTEMA",0,182.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",59.10,0,"OK 2021","060",35.00,"*",1,"VIDRO               ",2922,1,"70071900","1800","UND","0000",0.000,"*",42.00,40.00,-7.00,"1003600",0,60,5405,5,3,"*"
4030,"4030","Incolor 650 Fixo",197.50,140.79,19,"SISTEMA",0,197.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",64.03,0,"OK 2021","060",18.00,"*",1,"VIDRO               ",2924,1,"70071900","1800","UND","0000",0.000,"*",50.00,37.00,-6.00,"1003600",0,60,5405,5,3,"*"
4031,"4031","Incolor 650 Porta",197.50,140.79,19,"SISTEMA",0,197.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",64.03,0,"OK 2021","060",19.00,"*",1,"VIDRO               ",2925,1,"70071900","1800","UND","0000",0.000,"*",44.00,35.00,-5.00,"1003600",0,60,5405,5,3,"*"
4032,"4032","Incolor 700 Fixo",212.70,151.62,19,"SISTEMA",0,212.70,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",68.95,0,"OK 2021","060",22.00,"*",1,"VIDRO               ",2926,1,"70071900","1800","UND","0000",0.000,"*",33.00,26.00,-21.00,"1003600",0,60,5405,5,3,"*"
4033,"4033","Incolor 700 Porta",212.70,151.62,19,"SISTEMA",0,212.70,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",68.95,0,"OK 2021","060",13.00,"*",1,"VIDRO               ",2927,1,"70071900","1800","UND","0000",0.000,"*",48.00,31.00,-15.00,"1003600",0,60,5405,5,3,"*"
4034,"4034","Incolor 750 Fixo",227.90,162.45,19,"SISTEMA",0,227.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",73.88,0,"OK 2021","060",24.00,"*",1,"VIDRO               ",2928,1,"70071900","1800","UND","0000",0.000,"*",15.00,18.00,-11.00,"1003600",0,60,5405,5,3,"*"
4035,"4035","Incolor 750 Porta",227.90,162.45,19,"SISTEMA",0,227.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",73.88,0,"OK 2021","060",27.00,"*",1,"VIDRO               ",2929,1,"70071900","1800","UND","0000",0.000,"*",38.00,26.00,-14.00,"1003600",0,60,5405,5,3,"*"
4037,"4037","Incolor 800 Fixo",243.10,173.28,19,"SISTEMA",0,243.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",78.80,0,"OK 2021","060",19.00,"*",1,"VIDRO               ",2931,1,"70071900","1800","UND","0000",0.000,"*",24.00,16.00,-1.00,"1003600",0,60,5405,5,3,"*"
4038,"4038","Incolor 800 Porta",243.10,173.28,19,"SISTEMA",0,243.10,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",78.80,0,"OK 2021","060",19.00,"*",1,"VIDRO               ",2932,1,"70071900","1800","UND","0000",0.000,"*",13.00,7.00,-8.00,"1003600",0,60,5405,5,3,"*"
4040,"4040","Incolor 850 Fixo",258.30,184.11,19,"SISTEMA",0,258.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",83.73,0,"OK 2021","060",15.00,"*",1,"VIDRO               ",2934,1,"70071900","1800","UND","0000",0.000,"*",21.00,14.00,-1.00,"1003600",0,60,5405,5,3,"*"
4041,"4041","Incolor 850 Porta",258.30,184.11,19,"SISTEMA",0,258.30,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",83.73,0,"OK 2021","060",14.00,"*",1,"VIDRO               ",2935,1,"70071900","1800","UND","0000",0.000,"*",24.00,7.00,0.00,"1003600",0,60,5405,5,3,"*"
4043,"4043","Incolor 900 Fixo",273.50,294.94,19,"SISTEMA",0,273.50,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",88.66,0,"OK 2021","060",7.00,"*",1,"VIDRO               ",2937,1,"70071900","1800","UND","0000",0.000,"*",3.00,-5.00,0.00,"1003600",0,60,5405,5,3,"*"
4047,"4047","Verde 350 Fixo",151.64,105.96,19,"SISTEMA",0,151.64,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",46.84,0,"OK 2021","060",4.00,"*",1,"VIDRO               ",2941,1,"70071900","1800","UND","0000",0.000,"*",3.00,5.00,0.00,"1003600",0,0,5102,0,0,"*"
4048,"4048","Verde 350 Porta",154.52,107.97,19,"SISTEMA",0,154.52,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",46.81,0,"OK 2021","060",11.00,"*",1,"VIDRO               ",2942,1,"70071900","1800","UND","0000",0.000,"*",6.00,7.00,-1.00,"1003600",0,0,5102,0,0,"*"
4049,"4049","Verde 400 Fixo",173.32,121.10,19,"SISTEMA",0,173.32,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",53.54,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",2943,1,"70071900","1800","UND","0000",0.000,"*",8.00,16.00,0.00,"1003600",0,60,5405,5,3,"*"
4050,"4050","Verde 400 Porta",176.57,123.38,19,"SISTEMA",0,176.57,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",53.54,0,"OK 2021","060",19.00,"*",1,"VIDRO               ",2944,1,"70071900","1800","UND","0000",0.000,"*",10.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4052,"4052","Verde 450 Fixo",194.92,136.22,19,"SISTEMA",0,194.92,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",60.24,0,"OK 2021","060",3.00,"*",1,"VIDRO               ",2946,1,"70071900","1800","UND","0000",0.000,"*",-1.00,7.00,-6.00,"1003600",0,60,5405,5,3,"*"
4054,"4054","Verde 450 Porta",198.63,138.80,19,"SISTEMA",0,198.63,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",60.24,0,"OK 2021","060",3.00,"*",1,"VIDRO               ",2947,1,"70071900","1800","UND","0000",0.000,"*",3.00,6.00,-2.00,"1003600",0,0,5102,0,0,"*"
4055,"4055","Verde 500 Fixo",216.60,151.37,19,"SISTEMA",0,216.60,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",66.93,0,"OK 2021","060",8.00,"*",1,"VIDRO               ",2948,1,"70071900","1800","UND","0000",0.000,"*",7.00,6.00,-1.00,"1003600",0,60,5405,5,3,"*"
4057,"4057","Verde 500 Porta",220.66,154.24,19,"SISTEMA",0,220.66,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",66.93,0,"OK 2021","060",8.00,"*",1,"VIDRO               ",2950,1,"70071900","1800","UND","0000",0.000,"*",2.00,8.00,-2.00,"1003600",0,60,5405,5,3,"*"
4058,"4058","Verde 550 Porta",242.81,169.66,19,"SISTEMA",0,244.61,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",73.62,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",2951,1,"70071900","1800","UND","0000",0.000,"*",4.00,8.00,0.00,"1003600",0,60,5405,5,3,"*"
4060,"4060","Verde 550 Fixo",238.28,166.51,19,"SISTEMA",0,238.28,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",73.62,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",2952,1,"70071900","1800","UND","0000",0.000,"*",4.00,8.00,0.00,"1003600",0,60,5405,5,3,"*"
4061,"4061","Verde 600 Fixo",259.88,181.65,19,"SISTEMA",0,259.88,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",80.31,0,"OK 2021","060",7.00,"*",1,"VIDRO               ",2953,1,"70071900","1800","UND","0000",0.000,"*",4.00,13.00,-3.00,"1003600",0,60,5405,5,3,"*"
4062,"4062","Verde 600 Porta",264.86,185.09,19,"SISTEMA",0,264.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",80.31,0,"OK 2021","060",10.00,"*",1,"VIDRO               ",2954,1,"70071900","1800","UND","0000",0.000,"*",0.00,11.00,-1.00,"1003600",0,60,5405,5,3,"*"
4202,"4202","Verde 650 Porta",286.90,200.51,19,"SISTEMA",0,286.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",87.00,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",3083,1,"70071900","1800","UND","0000",0.000,"*",1.00,4.00,-2.00,"1003600",0,60,5405,5,3,"*"
4203,"4203","Verde 650 Fixo",281.56,196.78,19,"SISTEMA",0,281.56,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",87.00,0,"OK 2021","060",8.00,"*",1,"VIDRO               ",3084,1,"70071900","1800","UND","0000",0.000,"*",5.00,7.00,0.00,"1003600",0,60,5405,5,3,"*"
4204,"4204","Verde 700 Porta",308.94,215.92,19,"SISTEMA",0,308.94,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",93.70,0,"OK 2021","060",4.00,"*",1,"VIDRO               ",3085,1,"70071900","1800","UND","0000",0.000,"*",5.00,11.00,-1.00,"1003600",0,60,5405,5,3,"*"
4205,"4205","Verde 700 Fixo",303.25,211.92,19,"SISTEMA",0,303.25,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",93.70,0,"OK 2021","060",4.00,"*",1,"VIDRO               ",3086,1,"70071900","1800","UND","0000",0.000,"*",5.00,14.00,-2.00,"1003600",0,60,5405,5,3,"*"
4206,"4206","Verde 750 Porta",331.11,231.35,19,"SISTEMA",0,331.11,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",100.40,0,"OK 2021","060",1.00,"*",1,"VIDRO               ",3087,1,"70071900","1800","UND","0000",0.000,"*",2.00,5.00,-1.00,"1003600",0,60,5405,5,3,"*"
4207,"4207","Verde 750 Fixo",324.86,227.06,19,"SISTEMA",0,324.86,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",100.40,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",3088,1,"70071900","1800","UND","0000",0.000,"*",4.00,8.00,-3.00,"1003600",0,60,5405,5,3,"*"
4208,"4208","Verde 800 Porta",353.15,246.78,19,"SISTEMA",0,353.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",107.08,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",3089,1,"70071900","1800","UND","0000",0.000,"*",3.00,7.00,-1.00,"1003600",0,60,5405,5,3,"*"
4209,"4209","Verde 800 Fixo",346.55,242.19,19,"SISTEMA",0,346.55,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",107.08,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",3090,1,"70071900","1800","UND","0000",0.000,"*",13.00,15.00,0.00,"1003600",0,60,5405,5,3,"*"
4210,"4210","Verde 850 Porta",375.18,262.21,19,"SISTEMA",0,375.18,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",113.78,0,"OK 2021","060",7.00,"*",1,"VIDRO               ",3091,1,"70071900","1800","UND","0000",0.000,"*",5.00,8.00,0.00,"1003600",0,60,5405,5,3,"*"
4211,"4211","Verde 850 Fixo",368.24,257.31,19,"SISTEMA",0,368.24,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",113.78,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",3092,1,"70071900","1800","UND","0000",0.000,"*",7.00,7.00,0.00,"1003600",0,60,5405,5,3,"*"
4212,"4212","Verde 900 Porta",397.23,277.63,19,"SISTEMA",0,397.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",120.47,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3093,1,"70071900","1800","UND","0000",0.000,"*",2.00,4.00,0.00,"1003600",0,60,5405,5,3,"*"
4214,"4214","Verde 900 Fixo",389.82,272.47,19,"SISTEMA",0,389.82,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",120.47,0,"OK 2021","060",2.00,"*",1,"VIDRO               ",3095,1,"70071900","1800","UND","0000",0.000,"*",3.00,3.00,0.00,"1003600",0,60,5405,5,3,"*"
4215,"4215","Bronze 350 Porta",291.89,210.91,19,"SISTEMA",0,291.89,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",48.36,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",3096,1,"70071900","1800","UND","0000",0.000,"*",6.00,6.00,0.00,"1003600",0,0,5102,0,0,"*"
4216,"4216","Bronze 350 Fixo",286.44,206.98,19,"SISTEMA",0,286.44,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",48.36,0,"OK 2021","060",5.00,"*",1,"VIDRO               ",3097,1,"70071900","1800","UND","0000",0.000,"*",6.00,6.00,0.00,"1003600",0,60,5405,5,3,"*"
4217,"4217","Bronze 400 Fixo",327.37,236.56,19,"SISTEMA",0,327.37,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",55.27,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3098,1,"70071900","1800","UND","0000",0.000,"*",8.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4219,"4219","Bronze 400 Porta",333.57,241.05,19,"SISTEMA",0,333.57,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",55.27,0,"OK 2021","060",8.00,"*",1,"VIDRO               ",3099,1,"70071900","1800","UND","0000",0.000,"*",9.00,9.00,0.00,"1003600",0,0,5102,0,0,"*"
4221,"4221","Bronze 450 Porta",375.28,271.18,19,"SISTEMA",0,375.28,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",62.18,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3101,1,"70071900","1800","UND","0000",0.000,"*",8.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4222,"4222","Bronze 450 Fixo",368.31,266.14,19,"SISTEMA",0,368.31,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",62.18,0,"OK 2021","060",9.00,"*",1,"VIDRO               ",3102,1,"70071900","1800","UND","0000",0.000,"*",10.00,8.00,0.00,"1003600",0,0,5102,0,0,"*"
4223,"4223","Bronze 500 Porta",416.97,301.31,19,"SISTEMA",0,416.97,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",69.09,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3103,1,"70071900","1800","UND","0000",0.000,"*",9.00,13.00,-2.00,"1003600",0,0,5102,0,0,"*"
4225,"4225","Bronze 500 Fixo",409.23,295.69,19,"SISTEMA",0,409.23,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",69.09,0,"OK 2021","060",1.00,"*",1,"VIDRO               ",3105,1,"70071900","1800","UND","0000",0.000,"*",5.00,11.00,-3.00,"1003600",0,0,5102,0,0,"*"
4226,"4226","Bronze 550 Porta",458.67,331.45,19,"SISTEMA",0,458.67,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",75.99,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3106,1,"70071900","1800","UND","0000",0.000,"*",11.00,6.00,0.00,"1003600",0,0,5102,0,0,"*"
4227,"4227","Bronze 550 Fixo",450.18,330.07,19,"SISTEMA",0,450.18,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",75.99,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3107,1,"70071900","1800","UND","0000",0.000,"*",11.00,11.00,0.00,"1003600",0,0,5102,0,0,"*"
4229,"4229","Bronze 600 Porta",500.36,361.58,19,"SISTEMA",0,500.36,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",82.90,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3108,1,"70071900","1800","UND","0000",0.000,"*",8.00,6.00,0.00,"1003600",0,0,5102,0,0,"*"
4230,"4230","Bronze 600 Fixo",491.11,354.85,19,"SISTEMA",0,491.11,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",82.90,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3109,1,"70071900","1800","UND","0000",0.000,"*",8.00,5.00,0.00,"1003600",0,60,5405,5,3,"*"
4232,"4232","Bronze 700 Porta",583.76,421.83,19,"SISTEMA",0,583.76,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",96.72,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3111,1,"70071900","1800","UND","0000",0.000,"*",4.00,7.00,-2.00,"1003600",0,0,5102,0,0,"*"
4234,"4234","Bronze 650 Fixo",532.04,384.41,19,"SISTEMA",0,532.04,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",89.81,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3113,1,"70071900","1800","UND","0000",0.000,"*",5.00,10.00,-1.00,"1003600",0,60,5405,5,3,"*"
4235,"4235","Bronze 700 Fixo",572.90,413.96,19,"SISTEMA",0,572.90,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",96.72,0,"OK 2021","060",7.00,"*",1,"VIDRO               ",3114,1,"70071900","1800","UND","0000",0.000,"*",7.00,8.00,-1.00,"1003600",0,60,5405,5,3,"*"
4236,"4236","Bronze 750 Porta",625.46,451.95,19,"SISTEMA",0,625.46,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",103.64,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3115,1,"70071900","1800","UND","0000",0.000,"*",9.00,9.00,-1.00,"1003600",0,0,5102,0,0,"*"
4237,"4237","Bronze 750 Fixo",613.82,443.55,19,"SISTEMA",0,613.82,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",103.64,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3116,1,"70071900","1800","UND","0000",0.000,"*",8.00,9.00,0.00,"1003600",0,0,5102,0,0,"*"
4238,"4238","Bronze 800 Porta",667.15,482.10,19,"SISTEMA",0,667.15,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",110.54,0,"OK 2021","060",0.00,"*",1,"VIDRO               ",3117,1,"70071900","1800","UND","0000",0.000,"*",8.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4239,"4239","Bronze 800 Fixo",654.76,473.12,19,"SISTEMA",0,654.76,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",110.54,0,"OK 2021","060",6.00,"*",1,"VIDRO               ",3118,1,"70071900","1800","UND","0000",0.000,"*",9.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4241,"4241","Bronze 850 Porta",708.92,512.23,19,"SISTEMA",0,708.92,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",117.45,0,"OK 2021","060",3.00,"*",1,"VIDRO               ",3120,1,"70071900","1800","UND","0000",0.000,"*",10.00,10.00,0.00,"1003600",0,0,5102,0,0,"*"
4243,"4243","Bronze 850 Fixo",695.69,427.28,19,"SISTEMA",0,695.69,0,0,0,0,"*",0.00,0,0.00,"*","*","*","*",117.45,0,"OK 2021","060",4.00,"*",1,"VIDRO               ",3122,1,"70071900","1800","UND","0000",0.000,"*",10.00,11.00,-1.00,"1003600",0,0,5102,0,0,"*"
